screen_id,canonical_name,donor_aliases,unit_type,surface,actor,route,related_operations,related_journeys,primary_cta,states,donor_trace
dsh_partner_order_issue_queue,Partner Order Issue Queue,"auto_dsh_partner_order_issue_queue|auto_dsh_partner_chat_send|auto_dsh_partner_chat_read_ack",screen,app-partner,partner,candidate:dsh_partner_order_issue_queue,"dsh_partner_order_handling|dsh_customer_order_chat","dsh_journey_partner_block_recovery|dsh_journey_ops_governance_internal",open_issue_case,"loading|queue_ready|empty_queue|resolution_pending|error_retry","auto_dsh_partner_order_issue_queue.tsx; auto_dsh_partner_chat_send.tsx"
dsh_captain_offers_list,Captain Offers List,"auto_dsh_captain_orders_offers_list|dsh_captain_orders_offers_get",screen,app-captain,captain,candidate:dsh_captain_offers_list,dsh_captain_offer_and_acceptance,dsh_journey_mainline_customer_to_delivery,accept_delivery_offer,"loading|offers_ready|empty_offers|offer_expired|error_retry","auto_dsh_captain_orders_offers_list.tsx; DSH_OPERATION_CATALOG.csv"
dsh_captain_execution_workspace,Captain Execution Workspace,"auto_dsh_captain_order_get|auto_dsh_captain_order_pickup|auto_dsh_captain_order_deliver|auto_dsh_captain_chat_send",screen,app-captain,captain,candidate:dsh_captain_execution_workspace,"dsh_captain_offer_and_acceptance|dsh_captain_delivery_execution|dsh_customer_order_chat","dsh_journey_mainline_customer_to_delivery|dsh_journey_captain_block_recovery",advance_delivery_step,"loading|execution_ready|step_pending|captain_block|completion_ready","auto_dsh_captain_order_get.tsx; auto_dsh_captain_order_deliver.tsx"
dsh_captain_proof_capture,Captain Proof Capture,"auto_dsh_captain_proof_upload|dsh_order_proof_verify|dsh_order_complete",screen,app-captain,captain,candidate:dsh_captain_proof_capture,dsh_delivery_proof_and_verification,dsh_journey_mainline_customer_to_delivery,submit_delivery_proof,"loading|proof_ready|capture_pending|verification_required|upload_failed","auto_dsh_captain_proof_upload.tsx; auto_dsh_order_proof_verify.tsx"
dsh_field_activation_workspace,Field Activation Workspace,"auto_dsh_field_store_activation_request|auto_dsh_field_store_geo_pin|auto_dsh_field_store_visit_log",screen,app-field,field,candidate:dsh_field_activation_workspace,dsh_field_activation_support,dsh_journey_field_support_optional,record_activation_or_visit_result,"loading|field_ready|field_unavailable|geo_pin_pending|visit_log_pending","auto_dsh_field_store_activation_request.tsx; auto_dsh_field_store_visit_log.tsx"
dsh_ops_orders_board,Ops Orders Board,"McpwDshOperationsScreen|McpwDshOrdersScreen|apps/web/mcpw/app/operations/dsh/orders/page.tsx",screen,control-panel,ops,candidate:dsh_ops_orders_board,dsh_ops_governance_controls,dsh_journey_ops_governance_internal,open_exception_workspace,"loading|board_ready|empty_board|attention_needed|error_retry","McpwDshOperationsScreen.tsx; McpwDshOrdersScreen.tsx; apps/web/mcpw/app/operations/dsh/orders/page.tsx"
dsh_ops_order_detail_exception_workspace,Ops Order Detail Exception Workspace,"McpwDshOrderDetailScreen|DshDeliveryReassignScreen|apps/web/mcpw/app/operations/dsh/orders/[id]/page.tsx",screen,control-panel,ops,candidate:dsh_ops_order_detail_exception_workspace,dsh_ops_governance_controls,dsh_journey_ops_governance_internal,apply_exception_resolution,"loading|workspace_ready|intervention_pending|resolution_applied|error_retry","McpwDshOrderDetailScreen.tsx; DshDeliveryReassignScreen.tsx; apps/web/mcpw/app/operations/dsh/orders/[id]/page.tsx"
dsh_ops_peak_mode_control,Ops Peak Mode Control,"DshPeakModeScreen|dsh_operations_peak_mode_put|apps/web/mcpw/app/operations/dsh/peak-mode/page.tsx",screen,control-panel,ops,candidate:dsh_ops_peak_mode_control,dsh_ops_governance_controls,dsh_journey_ops_governance_internal,apply_peak_mode_change,"loading|control_ready|toggle_pending|policy_conflict|save_error","DshPeakModeScreen.tsx; DSH_OPERATION_CATALOG.csv; apps/web/mcpw/app/operations/dsh/peak-mode/page.tsx"
dsh_proxy_requests_list,Proxy Requests List,"apps/web/mcpw/app/operations/dsh/sheinproxy/page.tsx|support/dsh-chat/page.tsx",screen,control-panel,ops,candidate:dsh_proxy_requests_list,dsh_proxy_request_flow,dsh_journey_proxy_exception,open_proxy_review_workspace,"loading|queue_ready|empty_queue|attention_needed|error_retry","apps/web/mcpw/app/operations/dsh/sheinproxy/page.tsx; apps/web/mcpw/app/support/dsh-chat/page.tsx"
dsh_proxy_request_review_workspace,Proxy Request Review Workspace,"shein-proxy-request-details.tsx|shein-proxy-request-estimate-and-offer.tsx|apps/web/mcpw/app/operations/dsh/sheinproxy/[id]/page.tsx",screen,control-panel,ops,candidate:dsh_proxy_request_review_workspace,dsh_proxy_request_flow,dsh_journey_proxy_exception,commit_proxy_decision,"loading|review_ready|decision_pending|scheduled|decision_committed","shein-proxy-request-details.tsx; shein-proxy-request-estimate-and-offer.tsx; apps/web/mcpw/app/operations/dsh/sheinproxy/[id]/page.tsx"
