source_file,table_index,start_line,row_index,columns,row_json
.agents/INDEX.md,2,54,6,Skill | Use,"{""Skill"": ""`monitor-ci`"", ""Use"": ""Preserve when already present; BThwani rules override generic examples.""}"
.agents/INDEX.md,2,54,7,Skill | Use,"{""Skill"": ""`link-workspace-packages`"", ""Use"": ""Preserve when already present; BThwani rules override generic examples.""}"
.agents/INDEX.md,3,66,1,Adapter | Target,"{""Adapter"": ""`claude.md`"", ""Target"": ""Claude Code / Claude""}"
.agents/INDEX.md,3,66,2,Adapter | Target,"{""Adapter"": ""`codex.md`"", ""Target"": ""Codex""}"
.agents/INDEX.md,3,66,3,Adapter | Target,"{""Adapter"": ""`copilot.md`"", ""Target"": ""GitHub Copilot / VS Code""}"
.agents/INDEX.md,3,66,4,Adapter | Target,"{""Adapter"": ""`gemini.md`"", ""Target"": ""Gemini CLI""}"
.agents/INDEX.md,3,66,5,Adapter | Target,"{""Adapter"": ""`cursor.md`"", ""Target"": ""Cursor""}"
.agents/INDEX.md,3,66,6,Adapter | Target,"{""Adapter"": ""`opencode.md`"", ""Target"": ""OpenCode""}"
.agents/SKILL_CATALOG.md,1,3,1,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-current-workspace-authority`"", ""Purpose"": ""Resolve active roots and block stale/donor paths."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,2,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-agent-governance-execution`"", ""Purpose"": ""Enforce scoped execution, forensics, dry-run, apply, verification, and evidence."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,3,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-local-evidence-pack`"", ""Purpose"": ""Build local registry evidence packs using `{SESSION_ID}.zip`."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,4,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-patch-review-and-evidence`"", ""Purpose"": ""Review diffs, patches, and evidence before acceptance."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,5,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-agent-restoration-forensics`"", ""Purpose"": ""Extract donor value without restoring noisy deleted structures."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,6,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-domain-governance-reader`"", ""Purpose"": ""Route every task to the correct governance truth before execution."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,7,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-ui-kit-surface-contract`"", ""Purpose"": ""Guard UI kit ownership, RTL, central colors, and design-system boundaries."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,8,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-screen-flow-binding-contract`"", ""Purpose"": ""Lock screen, route, state, binding, entry, and exit contracts."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,9,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-integrated-system-umbrella-contract`"", ""Purpose"": ""Enforce integrated multi-surface reasoning, canonical ownership, cross-surface impact maps, and no isolated implementations."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""integrated-system decision + cross-surface impact map""}"
.agents/SKILL_CATALOG.md,1,3,10,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-platform-vars-control-contract`"", ""Purpose"": ""Control vars/feature/provider precedence and UI-only vs runtime scope."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,11,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-runtime-provider-config-contract`"", ""Purpose"": ""Review runtime provider/config/env exposure without unsafe mutation."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,12,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-api-contract-client-boundary`"", ""Purpose"": ""Verify API contracts, types, clients, errors, and binding readiness."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,13,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-go-backend-target-boundary`"", ""Purpose"": ""Keep backend/API decisions aligned to Go unless repo evidence proves otherwise."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,14,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-data-fixture-simulation-contract`"", ""Purpose"": ""Separate fixtures, seeds, mocks, preview data, and runtime truth."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,15,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-on-demand-retrieval-contract`"", ""Purpose"": ""Enforce scoped retrieval, references, pagination, lazy loading, caching, and anti-payload-inflation rules."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""retrieval contract + payload risk decision""}"
.agents/SKILL_CATALOG.md,1,3,16,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-finance-ledger-contract`"", ""Purpose"": ""Review wallet/ledger/settlement/refund/fee/payment impact."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,17,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-commercial-growth-contract`"", ""Purpose"": ""Review marketing, loyalty, subscriptions, offers, campaigns, eligibility, and budgets."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,18,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-commerce-catalog-contract`"", ""Purpose"": ""Review catalog/store/product/cart/favorite display and ownership contracts."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,19,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-operations-dispatch-contract`"", ""Purpose"": ""Review operations, manual requests, dispatch, field/captain workflows, SLA/escalation."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,20,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-mobile-navigation-back-contract`"", ""Purpose"": ""Review mobile route stack, hardware back, deep link, modal/sheet close behavior."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,21,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-security-secrets-privacy-contract`"", ""Purpose"": ""Review secrets, PII, logs, MCP/hooks/scripts, and privacy leakage."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,22,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-supply-chain-intake-contract`"", ""Purpose"": ""Evaluate external skills/packages before adoption."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,23,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-test-quality-gates-contract`"", ""Purpose"": ""Select minimum verification gates per change type."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,24,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-release-runtime-gates`"", ""Purpose"": ""Classify release/runtime/native/build impact and required gates."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,25,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-observability-performance-contract`"", ""Purpose"": ""Review logs, metrics, traces, performance and failure visibility."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,26,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-agent-skill-authoring-contract`"", ""Purpose"": ""Create/update skills with evals, trigger clarity, and minimal context burden."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,27,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-agent-registry-validator`"", ""Purpose"": ""Validate skill registry coverage, frontmatter, duplication, and risk terms."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""structured decision + evidence requirements""}"
.agents/SKILL_CATALOG.md,1,3,28,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-frontend-design-excellence-contract`"", ""Purpose"": ""Guard premium frontend design quality, visual hierarchy, responsive web/mobile UX, interaction states, accessibility, and visual evidence requirement."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""frontend design decision + visual evidence requirement""}"
.agents/SKILL_CATALOG.md,1,3,29,Skill | Purpose | Governance dependency | Output,"{""Skill"": ""`bthwani-stop-slop-prose-contract`"", ""Purpose"": ""Remove AI-sounding prose, filler, vague claims, noisy writing, and weak Arabic/English copy from prompts, reports, UI copy, governance text, and marketing text."", ""Governance dependency"": ""`governance/` according to task domain"", ""Output"": ""prose cleanup + remaining TBD + final text""}"
amn/SERVICE_BLUEPRINT.md,1,25,1,Field | Value,"{""Field"": ""Service ID"", ""Value"": ""`amn`""}"
amn/SERVICE_BLUEPRINT.md,1,25,2,Field | Value,"{""Field"": ""Service Name"", ""Value"": ""Taxi / Passenger Transport / تاكسي ونقل ركاب""}"
amn/SERVICE_BLUEPRINT.md,1,25,3,Field | Value,"{""Field"": ""Service Type"", ""Value"": ""`PAID_SERVICE`""}"
amn/SERVICE_BLUEPRINT.md,1,25,4,Field | Value,"{""Field"": ""Owner Root"", ""Value"": ""`amn/`""}"
amn/SERVICE_BLUEPRINT.md,1,25,5,Field | Value,"{""Field"": ""Truth File"", ""Value"": ""`amn/SERVICE_BLUEPRINT.md`""}"
amn/SERVICE_BLUEPRINT.md,1,25,6,Field | Value,"{""Field"": ""OpenAPI Contract"", ""Value"": ""`amn/amn.openapi.yaml`""}"
amn/SERVICE_BLUEPRINT.md,1,25,7,Field | Value,"{""Field"": ""Public Export Path"", ""Value"": ""`amn/index.ts`""}"
amn/SERVICE_BLUEPRINT.md,1,25,8,Field | Value,"{""Field"": ""Current Decision"", ""Value"": ""`NOT CLOSED`""}"
amn/SERVICE_BLUEPRINT.md,1,25,9,Field | Value,"{""Field"": ""Current Status"", ""Value"": ""`ROOTED_UNPROVEN / SERVICE_BLUEPRINT_BASELINE`""}"
amn/SERVICE_BLUEPRINT.md,1,25,10,Field | Value,"{""Field"": ""Evidence Root"", ""Value"": ""`tools/registry/runs/{SESSION_ID}`""}"
amn/SERVICE_BLUEPRINT.md,2,102,1,Surface | Role / Scope | What Surface Provides | Status | Evidence,"{""Surface"": ""`app-client`"", ""Role / Scope"": ""Rider: طلب مشوار، وجهة، متابعة الرحلة، الدفع، التقييم."", ""What Surface Provides"": ""runtime / shell / composition only"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,2,102,2,Surface | Role / Scope | What Surface Provides | Status | Evidence,"{""Surface"": ""`webapp`"", ""Role / Scope"": ""Rider Web: وظائف عميل AMN عند النضج."", ""What Surface Provides"": ""runtime / shell / composition only"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,2,102,3,Surface | Role / Scope | What Surface Provides | Status | Evidence,"{""Surface"": ""`app-captain`"", ""Role / Scope"": ""AMN Captain: قبول وتنفيذ الرحلة، الملاحة، الحالة، البلاغات، الإغلاق."", ""What Surface Provides"": ""runtime / shell / composition only"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,2,102,4,Surface | Role / Scope | What Surface Provides | Status | Evidence,"{""Surface"": ""`control-panel`"", ""Role / Scope"": ""Admin/Ops: مناطق، تسعير، مراقبة، سياسات سلامة، تشغيل، تدخل."", ""What Surface Provides"": ""runtime / shell / composition only"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,3,131,1,Surface | Ownership Rule | Service Scope | Status | Evidence,"{""Surface"": ""`app-client`"", ""Ownership Rule"": ""app owns shell/composition only"", ""Service Scope"": ""Rider: طلب مشوار، وجهة، متابعة الرحلة، الدفع، التقييم."", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,3,131,2,Surface | Ownership Rule | Service Scope | Status | Evidence,"{""Surface"": ""`webapp`"", ""Ownership Rule"": ""app owns shell/composition only"", ""Service Scope"": ""Rider Web: وظائف عميل AMN عند النضج."", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,3,131,3,Surface | Ownership Rule | Service Scope | Status | Evidence,"{""Surface"": ""`app-captain`"", ""Ownership Rule"": ""app owns shell/composition only"", ""Service Scope"": ""AMN Captain: قبول وتنفيذ الرحلة، الملاحة، الحالة، البلاغات، الإغلاق."", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,3,131,4,Surface | Ownership Rule | Service Scope | Status | Evidence,"{""Surface"": ""`control-panel`"", ""Ownership Rule"": ""app owns shell/composition only"", ""Service Scope"": ""Admin/Ops: مناطق، تسعير، مراقبة، سياسات سلامة، تشغيل، تدخل."", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,4,148,1,Operation ID | Operation | Business Meaning | Actor | Surface | Status | Evidence,"{""Operation ID"": ""`AMN-OP-01`"", ""Operation"": ""Ride request"", ""Business Meaning"": ""TBD"", ""Actor"": ""TBD"", ""Surface"": ""TBD"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,4,148,2,Operation ID | Operation | Business Meaning | Actor | Surface | Status | Evidence,"{""Operation ID"": ""`AMN-OP-02`"", ""Operation"": ""Pickup/dropoff intent"", ""Business Meaning"": ""TBD"", ""Actor"": ""TBD"", ""Surface"": ""TBD"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,4,148,3,Operation ID | Operation | Business Meaning | Actor | Surface | Status | Evidence,"{""Operation ID"": ""`AMN-OP-03`"", ""Operation"": ""Captain matching/assignment"", ""Business Meaning"": ""TBD"", ""Actor"": ""TBD"", ""Surface"": ""TBD"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,4,148,4,Operation ID | Operation | Business Meaning | Actor | Surface | Status | Evidence,"{""Operation ID"": ""`AMN-OP-04`"", ""Operation"": ""Trip tracking"", ""Business Meaning"": ""TBD"", ""Actor"": ""TBD"", ""Surface"": ""TBD"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,4,148,5,Operation ID | Operation | Business Meaning | Actor | Surface | Status | Evidence,"{""Operation ID"": ""`AMN-OP-05`"", ""Operation"": ""Safety status"", ""Business Meaning"": ""TBD"", ""Actor"": ""TBD"", ""Surface"": ""TBD"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,4,148,6,Operation ID | Operation | Business Meaning | Actor | Surface | Status | Evidence,"{""Operation ID"": ""`AMN-OP-06`"", ""Operation"": ""Trip completion"", ""Business Meaning"": ""TBD"", ""Actor"": ""TBD"", ""Surface"": ""TBD"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,4,148,7,Operation ID | Operation | Business Meaning | Actor | Surface | Status | Evidence,"{""Operation ID"": ""`AMN-OP-07`"", ""Operation"": ""Rating"", ""Business Meaning"": ""TBD"", ""Actor"": ""TBD"", ""Surface"": ""TBD"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,4,148,8,Operation ID | Operation | Business Meaning | Actor | Surface | Status | Evidence,"{""Operation ID"": ""`AMN-OP-08`"", ""Operation"": ""WLT payment/settlement relation"", ""Business Meaning"": ""TBD"", ""Actor"": ""TBD"", ""Surface"": ""TBD"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,4,148,9,Operation ID | Operation | Business Meaning | Actor | Surface | Status | Evidence,"{""Operation ID"": ""`AMN-OP-09`"", ""Operation"": ""Control-panel operations"", ""Business Meaning"": ""TBD"", ""Actor"": ""TBD"", ""Surface"": ""TBD"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,5,209,1,ID | Surface | Screen / Route / Sheet / State | Type | Purpose / CTA | Required States | Owner Path | Status | Evidence,"{""ID"": ""`AMN-INV-TBD`"", ""Surface"": ""TBD"", ""Screen / Route / Sheet / State"": ""TBD"", ""Type"": ""TBD"", ""Purpose / CTA"": ""TBD"", ""Required States"": ""loading / empty / error / success / offline / disabled / pending / retry / blocked"", ""Owner Path"": ""TBD"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,6,226,1,Flow ID | Screen / Route / State | Needed Data | Needed Action | Existing Contract | Required Contract Gap | Status | Evidence,"{""Flow ID"": ""`AMN-MATRIX-TBD`"", ""Screen / Route / State"": ""TBD"", ""Needed Data"": ""TBD"", ""Needed Action"": ""TBD"", ""Existing Contract"": ""`amn/amn.openapi.yaml`"", ""Required Contract Gap"": ""TBD"", ""Status"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,7,241,1,Gap ID | Gap Type | Affected Flow | Surface / Layer | Expected | Current | Impact | Priority | Closure Type | Target Owner Path | Blocked By | Verification Gate | Evidence,"{""Gap ID"": ""`AMN-GAP-TBD`"", ""Gap Type"": ""TBD"", ""Affected Flow"": ""TBD"", ""Surface / Layer"": ""TBD"", ""Expected"": ""TBD"", ""Current"": ""TBD"", ""Impact"": ""TBD"", ""Priority"": ""TBD"", ""Closure Type"": ""TBD"", ""Target Owner Path"": ""`amn/`"", ""Blocked By"": ""TBD"", ""Verification Gate"": ""TBD"", ""Evidence"": ""N/A""}"
amn/SERVICE_BLUEPRINT.md,8,259,1,Area | Status | Source | Evidence | Notes,"{""Area"": ""OpenAPI"", ""Status"": ""`CONTRACT_TBD`"", ""Source"": ""`amn/amn.openapi.yaml`"", ""Evidence"": ""N/A"", ""Notes"": ""Do not add fake endpoints.""}"
amn/SERVICE_BLUEPRINT.md,8,259,2,Area | Status | Source | Evidence | Notes,"{""Area"": ""API Types"", ""Status"": ""`TBD`"", ""Source"": ""TBD"", ""Evidence"": ""N/A"", ""Notes"": ""Must follow contract generate/verify.""}"
amn/SERVICE_BLUEPRINT.md,8,259,3,Area | Status | Source | Evidence | Notes,"{""Area"": ""API Client / Typed Boundary"", ""Status"": ""`TBD`"", ""Source"": ""TBD"", ""Evidence"": ""N/A"", ""Notes"": ""Required before Binding PASS.""}"
amn/SERVICE_BLUEPRINT.md,8,259,4,Area | Status | Source | Evidence | Notes,"{""Area"": ""Backend Handler"", ""Status"": ""`TBD`"", ""Source"": ""TBD"", ""Evidence"": ""N/A"", ""Notes"": ""No backend claim without implementation evidence.""}"
amn/SERVICE_BLUEPRINT.md,8,259,5,Area | Status | Source | Evidence | Notes,"{""Area"": ""Persistence Model"", ""Status"": ""`TBD`"", ""Source"": ""TBD"", ""Evidence"": ""N/A"", ""Notes"": ""No data claim without evidence.""}"
amn/SERVICE_BLUEPRINT.md,8,259,6,Area | Status | Source | Evidence | Notes,"{""Area"": ""Domain Model"", ""Status"": ""`TBD`"", ""Source"": ""TBD"", ""Evidence"": ""N/A"", ""Notes"": ""Must stay service-owned.""}"
amn/SERVICE_BLUEPRINT.md,8,259,7,Area | Status | Source | Evidence | Notes,"{""Area"": ""Mutable Policy / VAR"", ""Status"": ""`TBD`"", ""Source"": ""TBD"", ""Evidence"": ""N/A"", ""Notes"": ""Use `VAR_*` for market/region/provider/store/season mutable values.""}"
