"entity_id","entity_type","canonical_name","disposition","target_layer","target_repo_path","owner","phase","wave","proof_class","source_trace"
"ENT_23","operation","knz_listings_list","EXTRACT_PARTIAL","services/knz + contracts/master + packages/api-clients","services/knz + contracts/master","knz-service-owner","post_bootstrap_service_execution","W02-W08","contract+binding+runtime","services/knz/governance/operations/knz_listings_list/OP_SPEC.yaml"
"ENT_24","operation","knz_moderation_action","EXTRACT_PARTIAL","services/knz + contracts/master + packages/api-clients","services/knz + contracts/master","knz-service-owner","post_bootstrap_service_execution","W02-W08","contract+binding+runtime","services/knz/governance/operations/knz_moderation_action/OP_SPEC.yaml"
"ENT_25","operation","knz_moderation_scan_submit","EXTRACT_PARTIAL","services/knz + contracts/master + packages/api-clients","services/knz + contracts/master","knz-service-owner","post_bootstrap_service_execution","W02-W08","contract+binding+runtime","services/knz/governance/operations/knz_moderation_scan_submit/OP_SPEC.yaml"
"ENT_26","screen","knz_service-catalog_services_knz","REBUILD_CLEAN","packages/surfaces + apps/web/control-panel thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","apps/web/control-panel/app/service-catalog/services/knz/page.tsx"
"ENT_27","screen","knz_auction_get","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_auction_get.tsx"
"ENT_28","screen","knz_auctions_list","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_auctions_list.tsx"
"ENT_29","screen","knz_cart_get","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_cart_get.tsx"
"ENT_30","screen","knz_cart_item_add","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_cart_item_add.tsx"
"ENT_31","screen","knz_categories_list","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_categories_list.tsx"
"ENT_32","screen","knz_chat_message_send","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_chat_message_send.tsx"
"ENT_33","screen","knz_chat_thread_list","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_chat_thread_list.tsx"
"ENT_34","screen","knz_favorite_toggle","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_favorite_toggle.tsx"
"ENT_35","screen","knz_favorites_list","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_favorites_list.tsx"
"ENT_36","screen","knz_home_get","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_home_get.tsx"
"ENT_37","screen","knz_listing_create","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_listing_create.tsx"
"ENT_38","screen","knz_listing_delete","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_listing_delete.tsx"
"ENT_39","screen","knz_listing_get","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_listing_get.tsx"
"ENT_40","screen","knz_listing_report","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_listing_report.tsx"
"ENT_41","screen","knz_listing_update","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_listing_update.tsx"
"ENT_42","screen","knz_listings_list","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_listings_list.tsx"
"ENT_43","screen","knz_listings_search","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_listings_search.tsx"
"ENT_44","screen","knz_my_listings","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/auto_knz_my_listings.tsx"
"ENT_45","screen","knz_delivery_by_seller_notice","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/components/KnzDeliveryBySellerNotice.tsx"
"ENT_46","screen","knz_listing_type_badge","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/components/KnzListingTypeBadge.tsx"
"ENT_47","screen","knz_policy_disclaimer","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/components/KnzPolicyDisclaimer.tsx"
"ENT_48","screen","knz_promoted_badge","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/components/KnzPromotedBadge.tsx"
"ENT_49","screen","knz_promotion_sheet","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/components/KnzPromotionSheet.tsx"
"ENT_50","screen","knz_ratings_list","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/components/KnzRatingsList.tsx"
"ENT_51","screen","knz_rating_submit_sheet","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/components/KnzRatingSubmitSheet.tsx"
"ENT_52","screen","knz_rating_summary","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/components/KnzRatingSummary.tsx"
"ENT_53","screen","knz_account_screen","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/KnzAccountScreen.tsx"
"ENT_54","screen","knz_page_screen","REBUILD_CLEAN","packages/surfaces + apps/mobile/app-client thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/knz/app-client/mobile/KnzPageScreen.tsx"
"ENT_55","screen","knz_listing_create_screen","REBUILD_CLEAN","packages/surfaces + apps/web/control-panel thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/web/control-panel/operations/knz/KnzListingCreateScreen.tsx"
"ENT_56","screen","knz_listing_delete_screen","REBUILD_CLEAN","packages/surfaces + apps/web/control-panel thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/web/control-panel/operations/knz/KnzListingDeleteScreen.tsx"
"ENT_57","screen","knz_listings_list_screen","REBUILD_CLEAN","packages/surfaces + apps/web/control-panel thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/web/control-panel/operations/knz/KnzListingsListScreen.tsx"
"ENT_58","screen","knz_listing_update_screen","REBUILD_CLEAN","packages/surfaces + apps/web/control-panel thin shell","packages/surfaces/src/knz and app shell route","knz-service-owner","post_bootstrap_service_execution","W01-W04","visual+interaction+state","packages/surfaces/src/web/control-panel/operations/knz/KnzListingUpdateScreen.tsx"
"ENT_59","controller","knz.controller","REBUILD_CLEAN","services/knz","see layer ownership","knz-service-owner","post_bootstrap_service_execution","W00-W09","structural","services/knz/src/controllers/knz.controller.ts"
"ENT_60","service_core","knz_listings_list_query.dto","REFERENCE_ONLY","reference_only_layer","see layer ownership","knz-service-owner","post_bootstrap_service_execution","W00-W09","structural","services/knz/src/dto/knz-listings-list-query.dto.ts"
"ENT_61","entity","knz_account.entity","REBUILD_CLEAN","services/knz","see layer ownership","knz-service-owner","post_bootstrap_service_execution","W00-W09","structural","services/knz/src/entities/knz-account.entity.ts"
"ENT_62","entity","knz_follow.entity","REBUILD_CLEAN","services/knz","see layer ownership","knz-service-owner","post_bootstrap_service_execution","W00-W09","structural","services/knz/src/entities/knz-follow.entity.ts"
"ENT_63","entity","knz_listing_promotion.entity","REBUILD_CLEAN","services/knz","see layer ownership","knz-service-owner","post_bootstrap_service_execution","W00-W09","structural","services/knz/src/entities/knz-listing-promotion.entity.ts"
"ENT_64","entity","knz_rating.entity","REBUILD_CLEAN","services/knz","see layer ownership","knz-service-owner","post_bootstrap_service_execution","W00-W09","structural","services/knz/src/entities/knz-rating.entity.ts"
"ENT_65","service_core","index","REFERENCE_ONLY","reference_only_layer","see layer ownership","knz-service-owner","post_bootstrap_service_execution","W00-W09","structural","services/knz/src/index.ts"
"ENT_66","service_core","knz.module","REFERENCE_ONLY","reference_only_layer","see layer ownership","knz-service-owner","post_bootstrap_service_execution","W00-W09","structural","services/knz/src/knz.module.ts"
"ENT_67","service_core","knz.service","REFERENCE_ONLY","reference_only_layer","see layer ownership","knz-service-owner","post_bootstrap_service_execution","W00-W09","structural","services/knz/src/knz.service.ts"
"ENT_68","runtime_var","knz_runtime_var_68","EXTRACT_PARTIAL","runtime vars + docs/runtime model","see layer ownership","knz-service-owner","post_bootstrap_service_execution","W00-W09","structural","services/knz/governance/KNZ_RUNTIME_VARS.csv"

