"operation_id","family","operation_type","trigger","preconditions","steps","state_effect","success_outcome","failure_modes","retry_policy","binding_chain","source_trace"
"knz_cart_item_update","general_knz","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_cart_item_update/OP_SPEC.yaml"
"knz_chat_message_send","engagement","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_chat_message_send/OP_SPEC.yaml"
"knz_chat_thread_list","engagement","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_chat_thread_list/OP_SPEC.yaml"
"knz_deal_create","listing_market","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_deal_create/OP_SPEC.yaml"
"knz_deal_escrow_hold","listing_market","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_deal_escrow_hold/OP_SPEC.yaml"
"knz_estimate_create","general_knz","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_estimate_create/OP_SPEC.yaml"
"knz_estimate_get","general_knz","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_estimate_get/OP_SPEC.yaml"
"knz_listing_accept","listing_market","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_listing_accept/OP_SPEC.yaml"
"knz_listing_complete","listing_market","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_listing_complete/OP_SPEC.yaml"
"knz_listing_create","listing_market","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_listing_create/OP_SPEC.yaml"
"knz_listing_report","listing_market","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_listing_report/OP_SPEC.yaml"
"knz_listing_status_update","listing_market","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_listing_status_update/OP_SPEC.yaml"
"knz_listings_list","listing_market","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_listings_list/OP_SPEC.yaml"
"knz_moderation_action","moderation","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_moderation_action/OP_SPEC.yaml"
"knz_moderation_scan_submit","moderation","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/knz/governance/operations/knz_moderation_scan_submit/OP_SPEC.yaml"
