"screen_id","canonical_name","donor_aliases","unit_type","surface","actor","route","related_operations","related_journeys","primary_cta","states","donor_trace"
"SCR_11","amn_trip_create","AmnTripCreate","component_screen","app-client","passenger","/amn/trip/create","amn_booking_create|amn_trip_create","","execute_trip_create","loading|empty|error|success|offline|disabled","services/amn/governance/operations/amn_booking_create/OP_SCREENS_MAP.csv|services/amn/governance/operations/amn_trip_create/OP_SCREENS_MAP.csv"
"SCR_12","amn_trip_estimate_get","AmnTripEstimateGet","component_screen","app-client","passenger","/amn/trip/estimate/get","amn_estimate_get","","open_pricing_estimate","loading|empty|error|success|offline|disabled","services/amn/governance/operations/amn_estimate_get/OP_SCREENS_MAP.csv"
"SCR_13","amn_trip_estimate","AmnTripEstimate","component_screen","app-client","passenger","/amn/trip/estimate","amn_estimate_create","","open_pricing_estimate","loading|empty|error|success|offline|disabled","services/amn/governance/operations/amn_estimate_create/OP_SCREENS_MAP.csv"
"SCR_14","amn_trip_get","AmnTripGet","component_screen","app-client","passenger","/amn/trip/get","amn_trip_get|amn_trip_report","","open_amn_workspace","loading|empty|error|success|offline|disabled","services/amn/governance/operations/amn_trip_report/OP_SCREENS_MAP.csv"
"SCR_15","amn_trip_rate","AmnTripRate","component_screen","app-client","passenger","/amn/trip/rate","amn_trip_rate","","execute_trip_rate","loading|empty|error|success|offline|disabled","services/amn/governance/operations/amn_trip_rate/OP_SCREENS_MAP.csv"
"SCR_16","amn_trip_receipt_get","AmnTripReceiptGet","component_screen","app-client","passenger","/amn/trip/receipt/get","amn_trip_receipt_get","","open_amn_workspace","loading|empty|error|success|offline|disabled","services/amn/governance/operations/amn_trip_receipt_get/OP_SCREENS_MAP.csv"
"SCR_17","amn_trip_status_update","AmnTripStatusUpdate","component_screen","app-client","passenger","/amn/trip/status/update","amn_trip_status_update","","open_amn_workspace","loading|empty|error|success|offline|disabled","services/amn/governance/operations/amn_trip_status_update/OP_SCREENS_MAP.csv"
"SCR_18","amn_trip_track","AmnTripTrack","component_screen","app-client","passenger","/amn/trip/track","amn_sos_trigger","","open_amn_workspace","loading|empty|error|success|offline|disabled","services/amn/governance/operations/amn_sos_trigger/OP_SCREENS_MAP.csv"
"SCR_19","amn_trips_list","AmnTripsList","component_screen","app-client","passenger","/amn/trips/list","amn_trips_list","","open_amn_workspace","loading|empty|error|success|offline|disabled","services/amn/governance/operations/amn_trips_list/OP_SCREENS_MAP.csv"
"SCR_20","amn_control_operations_hub","CONTROL_PANEL_operations_HUB","route_page","control-panel","ops|finance|support","/operations/amn/operations","amn_booking_create|amn_captain_status_update|amn_captain_tier_evaluate|amn_captains_nearby|amn_trip_activate|amn_trip_assign|amn_trip_complete|amn_trip_create|amn_trip_status_update|amn_trip_update|amn_trip_verify","","open_operations_workspace","loading|empty|error|success|offline|disabled","services/amn/governance/AMN_CONTROL_PANEL_SECTION_MAP.csv"
"SCR_21","amn_control_support_hub","CONTROL_PANEL_support_HUB","route_page","control-panel","ops|finance|support","/operations/amn/support","amn_sos_trigger|amn_trip_report","","open_operations_workspace","loading|empty|error|success|offline|disabled","services/amn/governance/AMN_CONTROL_PANEL_SECTION_MAP.csv"
"SCR_22","amn_control_finance_hub","CONTROL_PANEL_finance_HUB","route_page","control-panel","ops|finance|support","/operations/amn/finance","amn_captain_tier_evaluate|amn_captain_tier_info|amn_trip_complete|amn_trip_receipt_get","","open_operations_workspace","loading|empty|error|success|offline|disabled","services/amn/governance/AMN_CONTROL_PANEL_SECTION_MAP.csv"
"SCR_23","amn_control_analytics_hub","CONTROL_PANEL_analytics_HUB","route_page","control-panel","ops|finance|support","/operations/amn/analytics","amn_captain_status_update|amn_captain_tier_info|amn_estimate_create|amn_estimate_get|amn_trip_create|amn_trip_quote_create|amn_trip_rate|amn_trip_receipt_get|amn_trip_status_update|amn_trips_list","","open_operations_workspace","loading|empty|error|success|offline|disabled","services/amn/governance/AMN_CONTROL_PANEL_SECTION_MAP.csv"
"SCR_24","amn_control_security_hub","CONTROL_PANEL_security_HUB","route_page","control-panel","ops|finance|support","/operations/amn/security","amn_sos_trigger|amn_trip_verify","","open_operations_workspace","loading|empty|error|success|offline|disabled","services/amn/governance/AMN_CONTROL_PANEL_SECTION_MAP.csv"
"SCR_25","amn_control_quality_hub","CONTROL_PANEL_quality_HUB","route_page","control-panel","ops|finance|support","/operations/amn/quality","amn_trip_rate|amn_trip_report","","open_operations_workspace","loading|empty|error|success|offline|disabled","services/amn/governance/AMN_CONTROL_PANEL_SECTION_MAP.csv"
"SCR_26","amn_trip_track_get","amn_trip_track_get","component_screen","app-captain","captain","/captain/amn/trip/track/get","amn_trip_track_get","","open_amn_workspace","loading|empty|error|success|offline|disabled","services/amn/governance/operations/amn_trip_track_get/OP_RBAC_ABAC.csv"

