"path","layer","ownerKind","ownerId","serviceId","linkedServiceId","classification","status"
"dsh/frontend/app-client/screens/OrdersTrackingScreens.tsx","dsh-client","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-client/screens/PreferencesScreen.tsx","dsh-client","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-client/screens/SearchScreen.tsx","dsh-client","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-client/screens/StoreItemsScreen.tsx","dsh-client","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-client/screens/StoreScreen.tsx","dsh-client","service","dsh","dsh","","SCREEN_ENTRY","ACTIVE"
"dsh/frontend/app-client/shared/get-dsh-category-icon-url.ts","dsh-client","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-client/shared/map-menu-item-to-product-card.ts","dsh-client","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-client/shared/resolve-dev-media-url.ts","dsh-client","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-client/shared/resolve-image-source.ts","dsh-client","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-client/shared/store-builders.ts","dsh-client","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
"dsh/frontend/app-client/shared/store-profile.ts","dsh-client","service","dsh","dsh","","SHARED_HELPER","ACTIVE"
