screen_id,canonical_name,donor_aliases,unit_type,surface,actor,route,related_operations,related_journeys,primary_cta,states,donor_trace
SCR_12,wlt_partner_payout_request,wlt_partner_payout_request,component_screen,app-partner,partner,/partner/wlt/payout/request,wlt_partner_payout_request,wlt_partner_captain_field_settlement,submit_payout_request,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_OPERATION_CATALOG.csv
SCR_13,wlt_captain_payout_request,wlt_captain_payout_request,component_screen,app-captain,captain,/captain/wlt/payout/request,wlt_captain_payout_request,wlt_partner_captain_field_settlement,submit_payout_request,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_OPERATION_CATALOG.csv
SCR_14,wlt_field_settlement_submit,wlt_field_settlement_submit,component_screen,app-field,field,/field/wlt/settlement/submit,wlt_field_settlement_submit,wlt_partner_captain_field_settlement,submit_settlement,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_OPERATION_CATALOG.csv
SCR_15,wlt_finance_approve,wlt_finance_approve,component_screen,control-panel,ops|finance,/finance/wlt/approve,wlt_finance_approve,wlt_control_finance_ops,submit_approval,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_16,wlt_payment_methods_list,wlt_payment_methods_list,component_screen,app-client,client,/wlt/payment-methods,wlt_payment_methods_list,wlt_client_payment_settlement_flow,open_view,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_17,wlt_intent_create,wlt_intent_create,component_screen,app-client,client,/wlt/intent/create,wlt_intent_create,wlt_client_payment_settlement_flow,submit_intent,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_18,wlt_intent_confirm,wlt_intent_confirm,component_screen,app-client,client,/wlt/intent/confirm,wlt_intent_confirm,wlt_client_payment_settlement_flow,confirm_intent,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_19,wlt_settlements_list,wlt_settlements_list,component_screen,app-client,client,/wlt/settlements,wlt_settlements_list,wlt_client_payment_settlement_flow,open_view,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_20,wlt_settlement_get,wlt_settlement_get,component_screen,app-client,client,/wlt/settlements/get,wlt_settlement_get,wlt_client_payment_settlement_flow,open_view,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_21,wlt_settlement_create,wlt_settlement_create,component_screen,app-partner,partner,/partner/wlt/settlements/create,wlt_settlement_create,wlt_partner_captain_field_settlement,submit_settlement_create,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_22,wlt_balance_get,wlt_balance_get,component_screen,app-client,client,/wlt/balance,wlt_balance_get,wlt_client_wallet_flow,open_view,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_23,wlt_topup,wlt_topup,component_screen,app-client,client,/wlt/topup,wlt_topup,wlt_client_wallet_flow,submit_topup,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_24,wlt_withdraw_request,wlt_withdraw_request,component_screen,app-client,client,/wlt/withdrawals/request,wlt_withdraw_request,wlt_client_wallet_flow,submit_withdraw,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_25,wlt_transfer_create,wlt_transfer_create,component_screen,app-client,client,/wlt/transfers/create,wlt_transfer_create,wlt_client_wallet_flow,submit_transfer,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_26,wlt_transfers_list,wlt_transfers_list,component_screen,app-client,client,/wlt/transfers,wlt_transfers_list,wlt_client_wallet_flow,open_view,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_27,wlt_transfer_get,wlt_transfer_get,component_screen,app-client,client,/wlt/transfers/get,wlt_transfer_get,wlt_client_wallet_flow,open_view,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_28,wlt_refund_create,wlt_refund_create,component_screen,app-client,client,/wlt/refunds/create,wlt_refund_create,wlt_client_wallet_flow,submit_refund,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_29,wlt_refund_get,wlt_refund_get,component_screen,app-client,client,/wlt/refunds/get,wlt_refund_get,wlt_client_wallet_flow,open_view,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_30,wlt_payout_get,wlt_payout_get,component_screen,app-partner,partner,/partner/wlt/payouts/get,wlt_payout_get,wlt_partner_captain_field_settlement,open_view,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_31,wlt_payouts_list,wlt_payouts_list,component_screen,app-partner,partner,/partner/wlt/payouts,wlt_payouts_list,wlt_partner_captain_field_settlement,open_view,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_32,wlt_payout_approve,wlt_payout_approve,component_screen,app-partner,partner,/partner/wlt/payouts/approve,wlt_payout_approve,wlt_partner_captain_field_settlement,submit_payout_approve,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_33,wlt_partner_ledger_get,wlt_partner_ledger_get,component_screen,app-partner,partner,/partner/wlt/ledger,wlt_partner_ledger_get,wlt_partner_captain_field_settlement,open_view,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
SCR_34,wlt_partner_finance_overview,wlt_partner_finance_overview,component_screen,app-partner,partner,/partner/wlt/finance/overview,wlt_partner_finance_overview,wlt_partner_captain_field_settlement,open_view,loading|empty|error|success|offline|disabled,services/wlt/governance/WLT_TRACEABILITY.csv
