path,surface,area,file_name,detected_role,classification,imports_count,exports_count,route_reference,screen_id_guess,owner_guess,used_by_guess,duplication_risk,dead_risk,notes
dsh/frontend/app-client/screens/BenefitsScreen.tsx,app-client,screens,BenefitsScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-benefits,client.dsh.benefits.home,dsh,dsh-client.screen-registry,LOW,LOW,P1 FLOW_STEP VERIFIED
dsh/frontend/app-client/screens/OperationScreens.tsx,app-client,screens,OperationScreens.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,5,dsh-conversation-workspace|dsh-listing-status-update|dsh-order-issue-workspace|dsh-proxy-workspace|dsh-service-settings|dsh-zone-set,client.dsh.conversation.workspace+5,dsh,dsh-client.screen-registry,HIGH,LOW,GOD_SCREEN_RISK — 6 registered screens in one file; split candidates = conversation/issue/proxy/settings/zone/listing
dsh/frontend/app-client/screens/OrdersTrackingScreens.tsx,app-client,screens,OrdersTrackingScreens.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,2,dsh-orders|dsh-tracking,client.dsh.orders.history+client.dsh.order.tracking.live,dsh,dsh-client.screen-registry,MEDIUM,LOW,Two P0 screens in one file — list+tracking; acceptable grouping (same flow)
dsh/frontend/app-client/screens/DshRatingScreen.tsx,app-client,screens,DshRatingScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-order-rating,client.dsh.order.rating,dsh,dsh-client.screen-registry,LOW,LOW,P2 FLOW_STEP READY_FOR_REVIEW
dsh/frontend/app-client/screens/DshCheckoutIntentScreen.tsx,app-client,screens,DshCheckoutIntentScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-checkout-intent,client.dsh.checkout.intent,dsh,dsh-client.screen-registry,LOW,LOW,P0 FLOW_STEP READY_FOR_REVIEW
dsh/frontend/app-client/parts/SheinOrderCreateScreen.tsx,app-client,parts,SheinOrderCreateScreen.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,TBD,MEDIUM,LOW,Shein proxy order create — not in registry; may belong inside OperationScreens proxy flow
dsh/frontend/app-client/parts/AwnakOrderCreateScreen.tsx,app-client,parts,AwnakOrderCreateScreen.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,TBD,MEDIUM,LOW,Awnak proxy order create — not in registry; may belong inside OperationScreens proxy flow
dsh/frontend/app-client/parts/LoyaltyRewardsScreen.tsx,app-client,parts,LoyaltyRewardsScreen.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,BenefitsScreen or MySpaceScreen,MEDIUM,LOW,Loyalty rewards — not registered; section candidate under dsh.benefits flow
dsh/frontend/app-client/parts/SubscriptionsScreen.tsx,app-client,parts,SubscriptionsScreen.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,MySpaceScreen,MEDIUM,LOW,Subscriptions — not registered; section candidate under dsh.my-space flow
dsh/frontend/app-client/parts/ApprovedVideoReelsViewer.tsx,app-client,parts,ApprovedVideoReelsViewer.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,HomeScreen or StoreScreen,LOW,LOW,Video reels viewer — section/component within discovery or storefront
dsh/frontend/app-client/parts/OperationScreen.tsx,app-client,parts,OperationScreen.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,OperationScreens.tsx,HIGH,LOW,Named similarly to OperationScreens.tsx — duplication risk; verify it is a section not a duplicate screen
dsh/frontend/app-client/parts/CartDetails.tsx,app-client,parts,CartDetails.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,CartScreen.tsx,LOW,LOW,Cart details section — sub-component of CartScreen; not a route screen
dsh/frontend/app-client/data/categories.preview-data.ts,app-client,data,categories.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,HomeScreen or SearchScreen,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-client/data/client-state.preview-data.ts,app-client,data,client-state.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,DshClientSurface,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-client/data/discovery.preview-data.ts,app-client,data,discovery.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,HomeScreen or SearchScreen,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-client/data/home.preview-data.ts,app-client,data,home.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,HomeScreen,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-client/data/items.preview-data.ts,app-client,data,items.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,StoreItemsScreen,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-client/data/loyalty-commercial.preview-data.ts,app-client,data,loyalty-commercial.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,LoyaltyRewardsScreen,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-client/data/notifications.preview-data.ts,app-client,data,notifications.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,NotificationsScreen,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-client/data/store.preview-data.ts,app-client,data,store.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,StoreScreen,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-client/data/subscriptions-commercial.preview-data.ts,app-client,data,subscriptions-commercial.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,SubscriptionsScreen,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-client/data/surface-catalog.preview-data.ts,app-client,data,surface-catalog.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,DshClientSurface,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-client/data/surface-meta.preview-data.ts,app-client,data,surface-meta.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,DshClientSurface,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts,app-client,contracts,dsh-client-binding.contracts.ts,BRIDGE_CONTRACT,BRIDGE,TBD,TBD,,,,app-client shell,LOW,LOW,Binding contract between DSH and app-client shell
dsh/frontend/app-client/shared/get-dsh-category-icon-url.ts,app-client,shared,get-dsh-category-icon-url.ts,UNKNOWN,REGISTRY,TBD,1,,,,HomeScreen or SearchScreen,LOW,LOW,Utility — category icon resolution
dsh/frontend/app-client/shared/map-menu-item-to-product-card.ts,app-client,shared,map-menu-item-to-product-card.ts,UNKNOWN,REGISTRY,TBD,1,,,,HomeScreen or StoreScreen,LOW,LOW,Utility — data mapper
dsh/frontend/app-client/shared/resolve-dev-media-url.ts,app-client,shared,resolve-dev-media-url.ts,UNKNOWN,REGISTRY,TBD,1,,,,preview data files,LOW,HIGH,Dev-only URL resolver — review if referenced outside preview data
dsh/frontend/app-client/shared/resolve-image-source.ts,app-client,shared,resolve-image-source.ts,UNKNOWN,REGISTRY,TBD,1,,,,StoreScreen or StoreItemsScreen,LOW,LOW,Image source resolution utility
dsh/frontend/app-client/shared/store-builders.ts,app-client,shared,store-builders.ts,UNKNOWN,REGISTRY,TBD,1,,,,StoreScreen,LOW,LOW,Store model builder utility
dsh/frontend/app-client/shared/store-profile.ts,app-client,shared,store-profile.ts,UNKNOWN,REGISTRY,TBD,1,,,,StoreScreen or StoreProfileScreen,LOW,LOW,Store profile model utility
dsh/frontend/app-client/dsh-client.routes.ts,app-client,root,dsh-client.routes.ts,ROUTE_META_OR_MAP,ROUTE_META,TBD,1,,,,dsh-client.screen-registry,LOW,LOW,Route ID type definitions for app-client
dsh/frontend/app-client/dsh-client.screen-registry.ts,app-client,root,dsh-client.screen-registry.ts,ROUTE_META_OR_MAP,REGISTRY,TBD,1,,,,app-client shell,LOW,LOW,22 screens registered; P0–P2; status VERIFIED or READY_FOR_REVIEW
dsh/frontend/app-client/dsh-client.types.ts,app-client,root,dsh-client.types.ts,UNKNOWN,REGISTRY,TBD,TBD,,,,multiple,LOW,LOW,Client-surface type definitions
dsh/frontend/app-client/DshClientSurface.tsx,app-client,root,DshClientSurface.tsx,REAL_SCREEN_CANDIDATE,APP_SHELL_MOUNT,TBD,1,,,,app-client shell,LOW,LOW,Surface mount point; owns providers and navigation host only
dsh/frontend/app-client/index.ts,app-client,root,index.ts,INDEX_PUBLIC_OR_BARREL,REGISTRY,TBD,TBD,,,,app-client composition,LOW,LOW,Public barrel export
dsh/frontend/app-partner/screens/PartnerHubScreen.tsx,app-partner,screens,PartnerHubScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,3,dsh-partner-home|dsh-partner-operations|dsh-partner-settings,partner.dsh.home.dashboard+2,dsh,dsh-partner.screen-registry,MEDIUM,LOW,3 registered screens — hub/ops/settings; god-screen risk moderate — monitor for split
dsh/frontend/app-partner/screens/PartnerEntryScreen.tsx,app-partner,screens,PartnerEntryScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-partner-entry,partner.dsh.entry.status,dsh,dsh-partner.screen-registry,LOW,LOW,P0 SCREEN_ENTRY VERIFIED
dsh/frontend/app-partner/screens/StoreProfileScreen.tsx,app-partner,screens,StoreProfileScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-partner-store-profile,partner.dsh.store.profile,dsh,dsh-partner.screen-registry,LOW,LOW,P1 SCREEN_ENTRY VERIFIED
dsh/frontend/app-partner/screens/OrdersInboxScreen.tsx,app-partner,screens,OrdersInboxScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,2,dsh-partner-orders|dsh-partner-order-detail,partner.dsh.orders.inbox+partner.dsh.order.detail,dsh,dsh-partner.screen-registry,LOW,LOW,Inbox+detail in one file — same flow acceptable
dsh/frontend/app-partner/screens/OperationScreens.tsx,app-partner,screens,OperationScreens.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,2,dsh-partner-order-issue|dsh-partner-notifications,partner.dsh.order.issue+partner.dsh.notifications.list,dsh,dsh-partner.screen-registry,MEDIUM,LOW,2 registered screens; naming parallels app-client OperationScreens — verify no cross-surface duplication
dsh/frontend/app-partner/screens/InventoryCatalogScreen.tsx,app-partner,screens,InventoryCatalogScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-partner-inventory,partner.dsh.inventory.catalog,dsh,dsh-partner.screen-registry,LOW,LOW,P0 SCREEN_ENTRY VERIFIED
dsh/frontend/app-partner/screens/PromotionsScreen.tsx,app-partner,screens,PromotionsScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-partner-promotions,partner.dsh.promotions.intent,dsh,dsh-partner.screen-registry,LOW,LOW,P1 SCREEN_ENTRY VERIFIED
dsh/frontend/app-partner/screens/PartnerSupportScreen.tsx,app-partner,screens,PartnerSupportScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-partner-support,partner.dsh.support.center,dsh,dsh-partner.screen-registry,LOW,LOW,P0 SCREEN_ENTRY VERIFIED
dsh/frontend/app-partner/screens/DshPartnerOrderRejectionScreen.tsx,app-partner,screens,DshPartnerOrderRejectionScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-partner-order-rejection,partner.dsh.order.rejection,app-partner,dsh-partner.screen-registry,LOW,LOW,P0 FLOW_STEP READY_FOR_REVIEW ownerKind=app
dsh/frontend/app-partner/parts/PartnerInventoryActionPanel.tsx,app-partner,parts,PartnerInventoryActionPanel.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,InventoryCatalogScreen,LOW,LOW,Inventory action panel — section within inventory screen
dsh/frontend/app-partner/parts/PartnerOnboardingActionPanel.tsx,app-partner,parts,PartnerOnboardingActionPanel.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,PartnerEntryScreen,LOW,LOW,Onboarding action panel — section within partner entry flow
dsh/frontend/app-partner/parts/PartnerOrderActionPanel.tsx,app-partner,parts,PartnerOrderActionPanel.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,OrdersInboxScreen,LOW,LOW,Order action panel — section within order detail
dsh/frontend/app-partner/parts/PartnerOrderAlertsPanel.tsx,app-partner,parts,PartnerOrderAlertsPanel.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,PartnerHubScreen or OrdersInboxScreen,LOW,LOW,Order alerts panel — section; feeds partner.dsh.notifications flow
dsh/frontend/app-partner/parts/PartnerOrderConversationPanel.tsx,app-partner,parts,PartnerOrderConversationPanel.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,OrdersInboxScreen,LOW,LOW,Conversation panel — section for partner↔ops messaging within order detail
dsh/frontend/app-partner/parts/PartnerOrderIssuePanel.tsx,app-partner,parts,PartnerOrderIssuePanel.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,OperationScreens (order-issue),LOW,LOW,Issue panel — section within order issue screen
dsh/frontend/app-partner/parts/PartnerVideoSubmissionPanel.tsx,app-partner,parts,PartnerVideoSubmissionPanel.tsx,SECTION_OR_PART_CANDIDATE,SECTION,TBD,1,,TBD,dsh,InventoryCatalogScreen or PromotionsScreen,MEDIUM,LOW,Video submission panel — registration unclear; needs Loop 3 gap analysis
dsh/frontend/app-partner/data/partner-order-alert.preview-data.ts,app-partner,data,partner-order-alert.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,PartnerOrderAlertsPanel,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-partner/data/partner-order-conversation.preview-data.ts,app-partner,data,partner-order-conversation.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,PartnerOrderConversationPanel,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,app-partner,contracts,dsh-partner-binding.contracts.ts,BRIDGE_CONTRACT,BRIDGE,TBD,TBD,,,,app-partner shell,LOW,LOW,Binding contract between DSH and app-partner shell
dsh/frontend/app-partner/dsh-partner.routes.ts,app-partner,root,dsh-partner.routes.ts,ROUTE_META_OR_MAP,ROUTE_META,TBD,1,,,,dsh-partner.screen-registry,LOW,LOW,Route ID type definitions for app-partner
dsh/frontend/app-partner/dsh-partner.screen-registry.ts,app-partner,root,dsh-partner.screen-registry.ts,ROUTE_META_OR_MAP,REGISTRY,TBD,1,,,,app-partner shell,LOW,LOW,14 screens registered including 1 WLT bridge; P0 dominant
dsh/frontend/app-partner/dsh-partner.types.ts,app-partner,root,dsh-partner.types.ts,UNKNOWN,REGISTRY,TBD,TBD,,,,multiple,LOW,LOW,Partner surface type definitions
dsh/frontend/app-partner/DshPartnerSurface.tsx,app-partner,root,DshPartnerSurface.tsx,REAL_SCREEN_CANDIDATE,APP_SHELL_MOUNT,TBD,1,,,,app-partner shell,LOW,LOW,Surface mount point
dsh/frontend/app-partner/index.ts,app-partner,root,index.ts,INDEX_PUBLIC_OR_BARREL,REGISTRY,TBD,TBD,,,,app-partner composition,LOW,LOW,Public barrel export
dsh/frontend/app-captain/screens/DshCaptainEntryScreen.tsx,app-captain,screens,DshCaptainEntryScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-captain-entry,captain.dsh.entry,dsh,dsh-captain.screen-registry,LOW,LOW,P1 SCREEN_ENTRY VERIFIED
dsh/frontend/app-captain/screens/DshCaptainOrdersScreen.tsx,app-captain,screens,DshCaptainOrdersScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,4,dsh-captain-inbox|dsh-captain-detail|dsh-captain-order-chat|dsh-captain-bell,captain.dsh.orders.inbox+3,dsh,dsh-captain.screen-registry,MEDIUM,LOW,4 registered screens; inbox+detail+chat+bell — same flow; acceptable grouping
dsh/frontend/app-captain/screens/DshCaptainOperationsScreen.tsx,app-captain,screens,DshCaptainOperationsScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-captain-support-directory,captain.dsh.support.directory,dsh,dsh-captain.screen-registry,LOW,LOW,P1 FLOW_STEP VERIFIED
dsh/frontend/app-captain/screens/DshCaptainProfileScreen.tsx,app-captain,screens,DshCaptainProfileScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-captain-account-profile,captain.dsh.account.profile,dsh,dsh-captain.screen-registry,LOW,LOW,P2 FLOW_STEP VERIFIED
dsh/frontend/app-captain/screens/DshCaptainFinanceScreen.tsx,app-captain,screens,DshCaptainFinanceScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-captain-account-finance,captain.dsh.account.finance,wlt.dsh,dsh-captain.screen-registry,LOW,LOW,P2 FLOW_STEP VERIFIED ownerKind=integration serviceId=wlt
dsh/frontend/app-captain/screens/DshCaptainMapScreen.tsx,app-captain,screens,DshCaptainMapScreen.tsx,REAL_SCREEN_CANDIDATE,TBD,TBD,TBD,,TBD,dsh,TBD,LOW,LOW,Map screen exists in file system but NOT in screen registry — needs Loop 3 gap analysis
dsh/frontend/app-captain/screens/DshCaptainPickupDropoffScreen.tsx,app-captain,screens,DshCaptainPickupDropoffScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-captain-pickup-dropoff,captain.dsh.orders.pickup-dropoff,app-captain,dsh-captain.screen-registry,LOW,LOW,P1 FLOW_STEP READY_FOR_REVIEW ownerKind=app
dsh/frontend/app-captain/screens/DshCaptainPoDSubmissionScreen.tsx,app-captain,screens,DshCaptainPoDSubmissionScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-captain-pod-submission,captain.dsh.orders.pod-submission,app-captain,dsh-captain.screen-registry,LOW,LOW,P1 FLOW_STEP READY_FOR_REVIEW ownerKind=app
dsh/frontend/app-captain/parts/OperationScreen.ts,app-captain,parts,OperationScreen.ts,SECTION_OR_PART_CANDIDATE,TBD,TBD,TBD,,TBD,TBD,TBD,HIGH,MEDIUM,FILE IS .ts NOT .tsx — suspect re-export or empty stub; needs content check; DUPLICATE_RISK with OperationScreen.tsx in app-client
dsh/frontend/app-captain/data/captain-finance.preview-data.ts,app-captain,data,captain-finance.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,DshCaptainFinanceScreen,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-captain/data/captain-orders.preview-data.ts,app-captain,data,captain-orders.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,DshCaptainOrdersScreen,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-captain/data/captain-profile.preview-data.ts,app-captain,data,captain-profile.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,DshCaptainProfileScreen,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-captain/data/captain-state.preview-data.ts,app-captain,data,captain-state.preview-data.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,DshCaptainSurface,LOW,LOW,Preview-only; not runtime truth
dsh/frontend/app-captain/data/fixture-locations.ts,app-captain,data,fixture-locations.ts,FIXTURE_PREVIEW_DATA,FIXTURE_PREVIEW_DATA,TBD,1,,,,DshCaptainMapScreen,LOW,LOW,Fixture location data for map; not runtime truth
dsh/frontend/app-captain/contracts/dshCaptainBinding.contracts.ts,app-captain,contracts,dshCaptainBinding.contracts.ts,BRIDGE_CONTRACT,BRIDGE,TBD,TBD,,,,app-captain shell,LOW,LOW,Binding contract between DSH and app-captain shell
dsh/frontend/app-captain/dsh-captain.routes.ts,app-captain,root,dsh-captain.routes.ts,ROUTE_META_OR_MAP,ROUTE_META,TBD,1,,,,dsh-captain.screen-registry,LOW,LOW,Route ID type definitions for app-captain
dsh/frontend/app-captain/dsh-captain.screen-registry.ts,app-captain,root,dsh-captain.screen-registry.ts,ROUTE_META_OR_MAP,REGISTRY,TBD,1,,,,app-captain shell,LOW,LOW,18 screens registered including 1 WLT bridge; P0–P2
dsh/frontend/app-captain/dsh-captain.types.ts,app-captain,root,dsh-captain.types.ts,UNKNOWN,REGISTRY,TBD,TBD,,,,multiple,LOW,LOW,Captain surface type definitions
dsh/frontend/app-captain/DshCaptainSurface.tsx,app-captain,root,DshCaptainSurface.tsx,REAL_SCREEN_CANDIDATE,APP_SHELL_MOUNT,TBD,7+,dsh-captain-home|dsh-captain-support-screen|dsh-captain-account|dsh-captain-account-orders|dsh-captain-account-docs|dsh-captain-account-shifts|dsh-captain-account-support,captain.dsh.home.dashboard+6,app-captain,dsh-captain.screen-registry,HIGH,LOW,7 registered screens point to this file — GOD_SCREEN_RISK; needs split analysis in Loop 3
dsh/frontend/app-captain/index.ts,app-captain,root,index.ts,INDEX_PUBLIC_OR_BARREL,REGISTRY,TBD,TBD,,,,app-captain composition,LOW,LOW,Public barrel export
dsh/frontend/app-field/screens/DshFieldStoresScreen.tsx,app-field,screens,DshFieldStoresScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-field-stores,field.dsh.stores.list,dsh,dsh-field.screen-registry,LOW,LOW,P0 TAB_ROOT VERIFIED
dsh/frontend/app-field/screens/DshFieldStoreOnboardingScreen.tsx,app-field,screens,DshFieldStoreOnboardingScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-field-onboarding,field.dsh.store.onboarding,dsh,dsh-field.screen-registry,LOW,LOW,P0 FLOW_STEP VERIFIED — Field owns partner onboarding only
dsh/frontend/app-field/screens/DshFieldStoreVisitScreen.tsx,app-field,screens,DshFieldStoreVisitScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-field-visit,field.dsh.store.visit,dsh,dsh-field.screen-registry,LOW,LOW,P0 FLOW_STEP VERIFIED
dsh/frontend/app-field/screens/DshFieldProfileHomeScreen.tsx,app-field,screens,DshFieldProfileHomeScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-field-account,field.dsh.account.home,app-field,dsh-field.screen-registry,LOW,LOW,P1 SCREEN_ENTRY VERIFIED ownerKind=app
dsh/frontend/app-field/screens/DshFieldProfileScreen.tsx,app-field,screens,DshFieldProfileScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-field-profile,field.dsh.account.profile,app-field,dsh-field.screen-registry,LOW,LOW,P2 FLOW_STEP VERIFIED ownerKind=app
dsh/frontend/app-field/screens/DshFieldStoresHistoryScreen.tsx,app-field,screens,DshFieldStoresHistoryScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-field-history,field.dsh.stores.history,dsh,dsh-field.screen-registry,LOW,LOW,P2 FLOW_STEP VERIFIED
dsh/frontend/app-field/screens/DshFieldFinanceScreen.tsx,app-field,screens,DshFieldFinanceScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-field-finance,field.dsh.finance.overview,wlt.dsh,dsh-field.screen-registry,LOW,LOW,P1 FLOW_STEP VERIFIED ownerKind=integration serviceId=wlt
dsh/frontend/app-field/screens/DshFieldReadinessEscalationScreen.tsx,app-field,screens,DshFieldReadinessEscalationScreen.tsx,REAL_SCREEN_CANDIDATE,REAL_SCREEN,TBD,1,dsh-field-readiness-escalation,field.dsh.store.readiness-escalation,app-field,dsh-field.screen-registry,LOW,LOW,P2 FLOW_STEP READY_FOR_REVIEW ownerKind=app
