"screen_or_wave_id","required_token_group","required_layout_primitives","required_cards","required_inputs","required_feedback_patterns","required_navigation_patterns","required_sheet_modal_patterns","required_state_shells","missing_now","must_build_before_screen","status"
"SCR_80","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_91","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_92","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_93","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_94","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_95","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_96","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_97","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_98","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_102","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_105","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_108","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_109","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_110","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_111","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_112","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_113","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_114","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_115","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_116","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_117","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_118","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_119","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_120","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_121","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_122","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_123","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_124","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_125","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_126","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_127","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_128","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_129","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_130","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_131","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_132","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_133","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_136","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_140","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_141","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_142","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_143","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_144","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_145","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_146","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_163","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_169","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_164","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_165","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_10","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_14","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_11","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_13","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_12","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_15","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_16","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_21","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_19","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_17","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_18","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_20","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_22","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_166","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_170","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_171","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_172","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_167","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_23","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_168","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_173","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_175","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_174","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_176","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_177","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_178","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_24","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_25","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_26","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_27","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_28","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_29","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
