"donor_path","donor_role","surface_guess","derived_operation_id","target_family_guess","target_status","matched_candidate_ids","canonical_targets","candidate_decisions","mapping_confidence","notes"
"packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_order_pickup.tsx","surface_component","app-captain","dsh_captain_order_pickup","UNMAPPED","candidate_keep|candidate_merge","dsh_captain_execution_workspace|dsh_captain_order_step_variants","dsh_captain_execution_workspace","Keep|Merge","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_orders_list.tsx","surface_component","app-captain","dsh_captain_orders_list","UNMAPPED","candidate_keep","dsh_captain_offers_list","dsh_captain_offers_list","Keep","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_orders_offers_list.tsx","surface_component","app-captain","dsh_captain_orders_offers_list","UNMAPPED","candidate_keep","dsh_captain_offers_list","dsh_captain_offers_list","Keep","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_profile_get.tsx","surface_component","app-captain","dsh_captain_profile_get","legacy_actor_profile_support","move_to_legacy","legacy_or_future_scope","","","high","Actor profile support is outside the current DSH operational screen truth."
"packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_proof_upload.tsx","surface_component","app-captain","dsh_captain_proof_upload","dsh_delivery_proof_and_verification","covered","dsh_captain_proof_capture","dsh_captain_proof_capture","Keep","high","Proof capture is an explicit completion gate."
"packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_tier_evaluate.tsx","surface_component","app-captain","dsh_captain_tier_evaluate","legacy_captain_finance_tier","move_to_legacy","dsh_captain_finance_and_tier_cluster","legacy_or_future_scope","Move to Legacy","high","Finance and tier material sits outside current first-service truth."
"packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_tier_info.tsx","surface_component","app-captain","dsh_captain_tier_info","legacy_captain_finance_tier","move_to_legacy","dsh_captain_finance_and_tier_cluster","legacy_or_future_scope","Move to Legacy","high","Finance and tier material sits outside current first-service truth."
"packages/surfaces/src/dsh/app-captain/mobile/index.ts","surface_component","app-captain","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/app-field/mobile/auto_dsh_field_store_activation_request.tsx","surface_component","app-field","dsh_field_store_activation_request","dsh_field_activation_support","covered","dsh_field_activation_workspace","dsh_field_activation_workspace","Keep","high","Field support branch remains optional."
"packages/surfaces/src/dsh/app-field/mobile/auto_dsh_field_store_geo_pin.tsx","surface_component","app-field","dsh_field_store_geo_pin","dsh_field_activation_support","covered","dsh_field_geo_pin_companion","dsh_field_activation_workspace","Convert","high","Field support branch remains optional."
"packages/surfaces/src/dsh/app-field/mobile/auto_dsh_field_store_visit_log.tsx","surface_component","app-field","dsh_field_store_visit_log","dsh_field_activation_support","covered","dsh_field_visit_log_companion","dsh_field_activation_workspace","Convert","high","Field support branch remains optional."
"packages/surfaces/src/dsh/app-field/mobile/index.ts","surface_component","app-field","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_auction_status_update.tsx","surface_component","app-partner","dsh_partner_auction_status_update","dsh_ops_governance_controls","internal_or_support","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","","medium","Partner-facing status admin is treated as governance spillover, not a canonical partner screen family."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_audience_insights_get.tsx","surface_component","app-partner","dsh_partner_audience_insights_get","UNMAPPED","move_to_legacy","dsh_partner_subscription_analytics_cluster","legacy_or_future_scope","Move to Legacy","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_chat_read_ack.tsx","surface_component","app-partner","dsh_partner_chat_read_ack","dsh_customer_order_chat","converted_companion","dsh_partner_chat_companion","dsh_partner_order_workspace","Convert","high","Partner chat is kept as a companion interaction."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_chat_send.tsx","surface_component","app-partner","dsh_partner_chat_send","dsh_customer_order_chat","converted_companion","dsh_partner_chat_companion","dsh_partner_order_workspace","Convert","high","Partner chat is kept as a companion interaction."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_commission_by_mode_get.tsx","surface_component","app-partner","dsh_partner_commission_by_mode_get","legacy_ops_store_admin","move_to_legacy","dsh_ops_store_items_and_zone_admin_cluster","","","high","Commission-by-mode is admin or finance spillover outside current truth."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_delivery_ops_board.tsx","surface_component","app-partner","dsh_partner_delivery_ops_board","UNMAPPED","candidate_keep","dsh_partner_orders_board","dsh_partner_orders_board","Keep","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_delivery_zones_update.tsx","surface_component","app-partner","dsh_partner_delivery_zones_update","dsh_partner_store_maintenance","covered","dsh_partner_store_maintenance_workspace","dsh_partner_store_maintenance_workspace","Keep","high","Partner store readiness and configuration family."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_doc_upload.tsx","surface_component","app-partner","dsh_partner_doc_upload","legacy_partner_identity_staff","move_to_legacy","dsh_partner_identity_staff_cluster","legacy_or_future_scope","Move to Legacy","high","Partner onboarding and admin extras remain outside current operational truth."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_hours_update.tsx","surface_component","app-partner","dsh_partner_hours_update","dsh_partner_store_maintenance","covered","dsh_partner_store_maintenance_workspace","dsh_partner_store_maintenance_workspace","","high","Partner hours remain part of store-readiness maintenance."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_identity_submit.tsx","surface_component","app-partner","dsh_partner_identity_submit","legacy_partner_identity_staff","move_to_legacy","dsh_partner_identity_staff_cluster","legacy_or_future_scope","Move to Legacy","high","Partner onboarding and admin extras remain outside current operational truth."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_intake_start.tsx","surface_component","app-partner","dsh_partner_intake_start","legacy_partner_identity_staff","move_to_legacy","dsh_partner_identity_staff_cluster","legacy_or_future_scope","Move to Legacy","high","Partner onboarding and admin extras remain outside current operational truth."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_inventory_adjust.tsx","surface_component","app-partner","dsh_partner_inventory_adjust","dsh_partner_store_maintenance","covered","dsh_partner_store_maintenance_workspace","dsh_partner_store_maintenance_workspace","Keep","high","Partner store readiness and configuration family."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_inventory_update.tsx","surface_component","app-partner","dsh_partner_inventory_update","dsh_partner_store_maintenance","covered","dsh_partner_store_maintenance_workspace","dsh_partner_store_maintenance_workspace","Keep","high","Partner store readiness and configuration family."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_items_upsert.tsx","surface_component","app-partner","dsh_partner_items_upsert","dsh_partner_store_maintenance","covered","dsh_partner_store_maintenance_workspace","dsh_partner_store_maintenance_workspace","Keep","high","Partner store readiness and configuration family."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_listing_status_update.tsx","surface_component","app-partner","dsh_partner_listing_status_update","dsh_ops_governance_controls","internal_or_support","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","","medium","Partner-facing status admin is treated as governance spillover, not a canonical partner screen family."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_manager_invite.tsx","surface_component","app-partner","dsh_partner_manager_invite","legacy_partner_identity_staff","move_to_legacy","dsh_partner_identity_staff_cluster","legacy_or_future_scope","Move to Legacy","high","Partner onboarding and admin extras remain outside current operational truth."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_accept.tsx","surface_component","app-partner","dsh_partner_order_accept","UNMAPPED","candidate_keep|candidate_merge","dsh_partner_order_step_variants|dsh_partner_order_workspace","dsh_partner_order_workspace","Keep|Merge","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_get.tsx","surface_component","app-partner","dsh_partner_order_get","UNMAPPED","candidate_keep","dsh_partner_order_workspace","dsh_partner_order_workspace","Keep","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_handoff.tsx","surface_component","app-partner","dsh_partner_order_handoff","dsh_partner_order_handling","covered","dsh_partner_handoff_action|dsh_partner_order_step_variants|dsh_partner_order_workspace","dsh_partner_order_workspace","Convert|Keep|Merge","high","Partner execution stays inside one workspace."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_issue_queue.tsx","surface_component","app-partner","dsh_partner_order_issue_queue","UNMAPPED","internal_only","dsh_partner_order_issue_queue","dsh_partner_order_issue_queue","Internal","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_out_for_delivery.tsx","surface_component","app-partner","dsh_partner_order_out_for_delivery","dsh_partner_order_handling","covered","dsh_partner_order_workspace|dsh_partner_handoff_action","dsh_partner_order_workspace","","high","Partner execution stays inside one workspace."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_prepare.tsx","surface_component","app-partner","dsh_partner_order_prepare","UNMAPPED","candidate_keep|candidate_merge","dsh_partner_order_step_variants|dsh_partner_order_workspace","dsh_partner_order_workspace","Keep|Merge","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_ready.tsx","surface_component","app-partner","dsh_partner_order_ready","UNMAPPED","candidate_keep|candidate_merge","dsh_partner_order_step_variants|dsh_partner_order_workspace","dsh_partner_order_workspace","Keep|Merge","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_reject.tsx","surface_component","app-partner","dsh_partner_order_reject","UNMAPPED","candidate_keep|candidate_merge","dsh_partner_order_step_variants|dsh_partner_order_workspace","dsh_partner_order_workspace","Keep|Merge","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_store_delivered.tsx","surface_component","app-partner","dsh_partner_order_store_delivered","dsh_partner_order_handling","covered","dsh_partner_order_step_variants|dsh_partner_order_workspace","dsh_partner_order_workspace","Keep|Merge","high","Partner execution stays inside one workspace."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_orders_list.tsx","surface_component","app-partner","dsh_partner_orders_list","UNMAPPED","candidate_keep","dsh_partner_orders_board","dsh_partner_orders_board","Keep","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_profile_get.tsx","surface_component","app-partner","dsh_partner_profile_get","legacy_actor_profile_support","move_to_legacy","legacy_or_future_scope","","","high","Actor profile support is outside the current DSH operational screen truth."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_quick_reply_config_get.tsx","surface_component","app-partner","dsh_partner_quick_reply_config_get","dsh_customer_order_chat","converted_companion","dsh_partner_chat_companion","dsh_partner_order_workspace","Convert","medium","Quick replies stay subordinate to partner workspace communication."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_quick_reply_settings.tsx","surface_component","app-partner","dsh_partner_quick_reply_settings","dsh_customer_order_chat","converted_companion","dsh_partner_chat_companion","dsh_partner_order_workspace","Convert","medium","Quick replies stay subordinate to partner workspace communication."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_quick_reply_setup.tsx","surface_component","app-partner","dsh_partner_quick_reply_setup","dsh_customer_order_chat","converted_companion","dsh_partner_chat_companion","dsh_partner_order_workspace","Convert","medium","Quick replies stay subordinate to partner workspace communication."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_staff_analytics_get.tsx","surface_component","app-partner","dsh_partner_staff_analytics_get","UNMAPPED","move_to_legacy","dsh_partner_subscription_analytics_cluster","legacy_or_future_scope","Move to Legacy","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_store_get.tsx","surface_component","app-partner","dsh_partner_store_get","dsh_partner_store_maintenance","covered","dsh_partner_store_maintenance_workspace","dsh_partner_store_maintenance_workspace","Keep","high","Partner store readiness and configuration family."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_store_nomination.tsx","surface_component","app-partner","dsh_partner_store_nomination","UNMAPPED","move_to_legacy","dsh_partner_identity_staff_cluster","legacy_or_future_scope","Move to Legacy","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_store_service_modes_update.tsx","surface_component","app-partner","dsh_partner_store_service_modes_update","dsh_partner_store_maintenance","covered","dsh_partner_store_maintenance_workspace","dsh_partner_store_maintenance_workspace","Keep","high","Partner store readiness and configuration family."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_store_status_update.tsx","surface_component","app-partner","dsh_partner_store_status_update","dsh_partner_store_maintenance","covered","dsh_partner_store_maintenance_workspace","dsh_partner_store_maintenance_workspace","Keep","high","Partner store readiness and configuration family."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_store_update.tsx","surface_component","app-partner","dsh_partner_store_update","dsh_partner_store_maintenance","covered","dsh_partner_store_maintenance_workspace","dsh_partner_store_maintenance_workspace","Keep","high","Partner store readiness and configuration family."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_subscription.tsx","surface_component","app-partner","dsh_partner_subscription","UNMAPPED","move_to_legacy","dsh_partner_subscription_analytics_cluster","legacy_or_future_scope","Move to Legacy","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_zone_set.tsx","surface_component","app-partner","dsh_partner_zone_set","UNMAPPED","candidate_keep","dsh_partner_store_maintenance_workspace","dsh_partner_store_maintenance_workspace","Keep","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-partner/mobile/index.ts","surface_component","app-partner","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_awnak_order_create.tsx","surface_component","app-client","dsh_awnak_order_create","legacy_non_current_order_vertical","move_to_legacy","legacy_or_future_scope","","","high","This donor vertical is outside current DSH first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_booking_create.tsx","surface_component","app-client","dsh_booking_create","dsh_order_submit","covered_or_folded","dsh_client_checkout_confirm","dsh_client_checkout_confirm","","medium","Submission-side operation supporting the confirmed order handoff."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_cart_get.tsx","surface_component","app-client","dsh_cart_get","dsh_cart_checkout_gate","covered","dsh_client_cart_review","dsh_client_cart_review","Keep","high","Cart and checkout gating family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_cart_init.tsx","surface_component","app-client","dsh_cart_init","dsh_cart_checkout_gate","covered","dsh_client_cart_review","dsh_client_cart_review","Keep","high","Cart and checkout gating family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_cart_item_add.tsx","surface_component","app-client","dsh_cart_item_add","dsh_cart_checkout_gate","covered","dsh_client_cart_review","dsh_client_cart_review","Keep","high","Cart and checkout gating family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_cart_item_remove.tsx","surface_component","app-client","dsh_cart_item_remove","dsh_cart_checkout_gate","covered","dsh_client_cart_review","dsh_client_cart_review","Keep","high","Cart and checkout gating family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_cart_item_update.tsx","surface_component","app-client","dsh_cart_item_update","dsh_cart_checkout_gate","covered","dsh_client_cart_review","dsh_client_cart_review","Keep","high","Cart and checkout gating family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_categories_list.tsx","surface_component","app-client","dsh_categories_list","UNMAPPED","candidate_keep|candidate_merge","dsh_client_discovery_split_variants|dsh_client_entry_discovery_home","dsh_client_entry_discovery_home|dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","Keep|Merge","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_category_get.tsx","surface_component","app-client","dsh_category_get","UNMAPPED","candidate_keep|candidate_merge","dsh_client_category_or_store_detail|dsh_client_discovery_split_variants","dsh_client_category_or_store_detail|dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","Keep|Merge","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_chat_read_ack.tsx","surface_component","app-client","dsh_chat_read_ack","dsh_customer_order_chat","converted_companion","dsh_client_order_chat_companion","dsh_client_active_order_tracking","Convert","high","Customer chat is subordinate to active tracking."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_chat_send.tsx","surface_component","app-client","dsh_chat_send","dsh_customer_order_chat","converted_companion","dsh_client_order_chat_companion","dsh_client_active_order_tracking","Convert","high","Customer chat is subordinate to active tracking."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_checkout_gate.tsx","surface_component","app-client","dsh_checkout_gate","dsh_cart_checkout_gate","covered","dsh_client_checkout_confirm","dsh_client_checkout_confirm","Keep","high","Cart and checkout gating family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_delivery_attempt_create.tsx","surface_component","app-client","dsh_delivery_attempt_create","dsh_customer_order_tracking","support_folded","dsh_client_active_order_tracking|dsh_captain_proof_capture","dsh_client_active_order_tracking|dsh_captain_proof_capture","","low","Support operation that affects completion or visibility without a standalone current-screen identity."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_delivery_attempts_list.tsx","surface_component","app-client","dsh_delivery_attempts_list","dsh_customer_order_tracking","support_folded","dsh_client_active_order_tracking","dsh_client_active_order_tracking","","medium","Derived delivery-view screen folded into current tracking truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_delivery_close.tsx","surface_component","app-client","dsh_delivery_close","dsh_customer_order_tracking","support_folded","dsh_client_active_order_tracking","dsh_client_active_order_tracking","","medium","Derived delivery-view screen folded into current tracking truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_delivery_eta_get.tsx","surface_component","app-client","dsh_delivery_eta_get","dsh_customer_order_tracking","support_folded","dsh_client_active_order_tracking|dsh_captain_proof_capture","dsh_client_active_order_tracking|dsh_captain_proof_capture","","low","Support operation that affects completion or visibility without a standalone current-screen identity."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_delivery_get.tsx","surface_component","app-client","dsh_delivery_get","dsh_customer_order_tracking","support_folded","dsh_client_active_order_tracking","dsh_client_active_order_tracking","","medium","Derived delivery-view screen folded into current tracking truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_delivery_reassign.tsx","surface_component","app-client","dsh_delivery_reassign","dsh_ops_governance_controls","internal_or_support","dsh_ops_order_detail_exception_workspace|dsh_ops_orders_board","dsh_ops_order_detail_exception_workspace","","medium","Derived delivery-control screen sits in exception or oversight space."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_delivery_track_get.tsx","surface_component","app-client","dsh_delivery_track_get","dsh_customer_order_tracking","covered","dsh_client_active_order_tracking","dsh_client_active_order_tracking","Keep","high","Customer-visible order tracking family."
