"screen_id","viewmodel_id","hook_or_controller_name","target_package_or_app","api_client_needed","read_models","write_actions","error_normalization_required","status"
"SCR_47","vm_dsh_partner_delivery_ops_board","use_dsh_partner_delivery_ops_board","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_48","vm_dsh_partner_delivery_zones_update","use_dsh_partner_delivery_zones_update","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_49","vm_dsh_partner_doc_upload","use_dsh_partner_doc_upload","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_50","vm_dsh_partner_hours_update","use_dsh_partner_hours_update","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_51","vm_dsh_partner_identity_submit","use_dsh_partner_identity_submit","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_52","vm_dsh_partner_intake_start","use_dsh_partner_intake_start","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_53","vm_dsh_partner_inventory_adjust","use_dsh_partner_inventory_adjust","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_54","vm_dsh_partner_inventory_update","use_dsh_partner_inventory_update","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_55","vm_dsh_partner_items_upsert","use_dsh_partner_items_upsert","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_56","vm_dsh_partner_listing_status_update","use_dsh_partner_listing_status_update","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_57","vm_dsh_partner_manager_invite","use_dsh_partner_manager_invite","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_58","vm_dsh_partner_order_accept","use_dsh_partner_order_accept","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_59","vm_dsh_partner_order_get","use_dsh_partner_order_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_60","vm_dsh_partner_order_handoff","use_dsh_partner_order_handoff","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_61","vm_dsh_partner_order_issue_queue","use_dsh_partner_order_issue_queue","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_62","vm_dsh_partner_order_out_for_delivery","use_dsh_partner_order_out_for_delivery","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_63","vm_dsh_partner_order_prepare","use_dsh_partner_order_prepare","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_64","vm_dsh_partner_order_ready","use_dsh_partner_order_ready","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_65","vm_dsh_partner_order_reject","use_dsh_partner_order_reject","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_66","vm_dsh_partner_order_store_delivered","use_dsh_partner_order_store_delivered","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_67","vm_dsh_partner_orders_list","use_dsh_partner_orders_list","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_68","vm_dsh_partner_profile_get","use_dsh_partner_profile_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_69","vm_dsh_partner_quick_reply_config_get","use_dsh_partner_quick_reply_config_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_70","vm_dsh_partner_quick_reply_settings","use_dsh_partner_quick_reply_settings","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_71","vm_dsh_partner_quick_reply_setup","use_dsh_partner_quick_reply_setup","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_72","vm_dsh_partner_staff_analytics_get","use_dsh_partner_staff_analytics_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_73","vm_dsh_partner_store_get","use_dsh_partner_store_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_74","vm_dsh_partner_store_nomination","use_dsh_partner_store_nomination","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_75","vm_dsh_partner_store_service_modes_update","use_dsh_partner_store_service_modes_update","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_76","vm_dsh_partner_store_status_update","use_dsh_partner_store_status_update","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_77","vm_dsh_partner_store_update","use_dsh_partner_store_update","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_78","vm_dsh_partner_subscription","use_dsh_partner_subscription","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_79","vm_dsh_partner_zone_set","use_dsh_partner_zone_set","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_80","vm_dsh_awnak_order_create","use_dsh_awnak_order_create","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_81","vm_dsh_booking_create","use_dsh_booking_create","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_82","vm_dsh_cart_get","use_dsh_cart_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_83","vm_dsh_cart_init","use_dsh_cart_init","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_84","vm_dsh_cart_item_add","use_dsh_cart_item_add","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_85","vm_dsh_cart_item_remove","use_dsh_cart_item_remove","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_86","vm_dsh_cart_item_update","use_dsh_cart_item_update","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_87","vm_dsh_categories_list","use_dsh_categories_list","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_88","vm_dsh_category_get","use_dsh_category_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_89","vm_dsh_chat_read_ack","use_dsh_chat_read_ack","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_90","vm_dsh_chat_send","use_dsh_chat_send","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_91","vm_dsh_checkout_gate","use_dsh_checkout_gate","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_92","vm_dsh_delivery_attempt_create","use_dsh_delivery_attempt_create","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_93","vm_dsh_delivery_attempts_list","use_dsh_delivery_attempts_list","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_94","vm_dsh_delivery_close","use_dsh_delivery_close","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_95","vm_dsh_delivery_eta_get","use_dsh_delivery_eta_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_96","vm_dsh_delivery_get","use_dsh_delivery_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_97","vm_dsh_delivery_reassign","use_dsh_delivery_reassign","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_98","vm_dsh_delivery_track_get","use_dsh_delivery_track_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_99","vm_dsh_entitlements_get","use_dsh_entitlements_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_100","vm_dsh_estimate_create","use_dsh_estimate_create","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_101","vm_dsh_estimate_get","use_dsh_estimate_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_102","vm_dsh_external_order_create","use_dsh_external_order_create","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_103","vm_dsh_favorite_toggle","use_dsh_favorite_toggle","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_104","vm_dsh_favorites_list","use_dsh_favorites_list","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_105","vm_dsh_gas_refill_order_create","use_dsh_gas_refill_order_create","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_106","vm_dsh_home_get","use_dsh_home_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_107","vm_dsh_listing_status_update","use_dsh_listing_status_update","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_108","vm_dsh_loyalty_points_redeem","use_dsh_loyalty_points_redeem","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_109","vm_dsh_loyalty_points_user_balance","use_dsh_loyalty_points_user_balance","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_110","vm_dsh_loyalty_points_user_history","use_dsh_loyalty_points_user_history","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_111","vm_dsh_order_accept","use_dsh_order_accept","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_112","vm_dsh_order_cancel","use_dsh_order_cancel","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_113","vm_dsh_order_complete","use_dsh_order_complete","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_114","vm_dsh_order_create","use_dsh_order_create","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_115","vm_dsh_order_escrow_hold","use_dsh_order_escrow_hold","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_116","vm_dsh_order_escrow_release","use_dsh_order_escrow_release","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_117","vm_dsh_order_get","use_dsh_order_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_118","vm_dsh_order_issue_flag","use_dsh_order_issue_flag","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_119","vm_dsh_order_proof_code_generate","use_dsh_order_proof_code_generate","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_120","vm_dsh_order_proof_verify","use_dsh_order_proof_verify","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_121","vm_dsh_order_rate","use_dsh_order_rate","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_122","vm_dsh_order_receipt_get","use_dsh_order_receipt_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_123","vm_dsh_order_status_get","use_dsh_order_status_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_124","vm_dsh_order_status_update","use_dsh_order_status_update","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_125","vm_dsh_orders_list","use_dsh_orders_list","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_126","vm_dsh_pricing_preview","use_dsh_pricing_preview","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_127","vm_dsh_pricing_snapshot_get","use_dsh_pricing_snapshot_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_128","vm_dsh_promo_apply","use_dsh_promo_apply","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_129","vm_dsh_proxy_request_approve","use_dsh_proxy_request_approve","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_130","vm_dsh_proxy_request_review","use_dsh_proxy_request_review","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_131","vm_dsh_proxy_request_tracking","use_dsh_proxy_request_tracking","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_132","vm_dsh_review_create","use_dsh_review_create","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_133","vm_dsh_reviews_list","use_dsh_reviews_list","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_134","vm_dsh_search","use_dsh_search","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_135","vm_dsh_service_modes_resolve","use_dsh_service_modes_resolve","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_136","vm_dsh_shein_info","use_dsh_shein_info","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_137","vm_dsh_store_get","use_dsh_store_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_138","vm_dsh_store_items_list","use_dsh_store_items_list","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_139","vm_dsh_stores_list","use_dsh_stores_list","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_140","vm_dsh_subscription_family_get","use_dsh_subscription_family_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_141","vm_dsh_subscription_family_members_get","use_dsh_subscription_family_members_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_142","vm_dsh_subscription_family_members_post","use_dsh_subscription_family_members_post","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_143","vm_dsh_subscription_pro_catalog","use_dsh_subscription_pro_catalog","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_144","vm_dsh_subscription_sync","use_dsh_subscription_sync","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_145","vm_dsh_subscription_tier_get","use_dsh_subscription_tier_get","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_146","vm_dsh_subscription_upgrade_post","use_dsh_subscription_upgrade_post","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_147","vm_dsh_zone_set","use_dsh_zone_set","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_148","vm_dsh_store_items_list_shared","use_dsh_store_items_list_shared","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_149","vm_dsh_banners_list","use_dsh_banners_list","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_150","vm_dsh_cart_price","use_dsh_cart_price","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_151","vm_dsh_categories_list_shared","use_dsh_categories_list_shared","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_152","vm_dsh_category_detail","use_dsh_category_detail","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_153","vm_dsh_checkout_payment_method_select","use_dsh_checkout_payment_method_select","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_154","vm_dsh_customer_preferences_detail","use_dsh_customer_preferences_detail","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_155","vm_dsh_customer_profile_detail","use_dsh_customer_profile_detail","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_156","vm_dsh_customer_profile_update","use_dsh_customer_profile_update","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_157","vm_dsh_partner_orders_list_shared","use_dsh_partner_orders_list_shared","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_158","vm_dsh_orders_create_screen","use_dsh_orders_create_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_159","vm_dsh_partner_order_accept_alt_screen","use_dsh_partner_order_accept_alt_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_160","vm_dsh_partner_order_chat_message_create_screen","use_dsh_partner_order_chat_message_create_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_161","vm_dsh_partner_order_chat_messages_list_screen","use_dsh_partner_order_chat_messages_list_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_162","vm_dsh_partner_order_chat_read_ack_screen","use_dsh_partner_order_chat_read_ack_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_163","vm_admin_dsh_store_items_list_screen","use_admin_dsh_store_items_list_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_164","vm_dsh_cart_item_add_screen","use_dsh_cart_item_add_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_165","vm_dsh_delivery_reassign_screen","use_dsh_delivery_reassign_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_166","vm_dsh_operations_hub_surface","use_dsh_operations_hub_surface","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_167","vm_dsh_peak_mode_screen","use_dsh_peak_mode_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_168","vm_dsh_zone_set_screen","use_dsh_zone_set_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_169","vm_arrival_bell_settings_screen","use_arrival_bell_settings_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_170","vm_dsh_operations_screen","use_dsh_operations_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_171","vm_dsh_order_detail_screen","use_dsh_order_detail_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_172","vm_dsh_orders_screen","use_dsh_orders_screen","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_173","vm_shein-proxy-request-details","use_shein-proxy-request-details","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_174","vm_shein-proxy-request-estimate-and-offer","use_shein-proxy-request-estimate-and-offer","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_175","vm_shein-proxy-request-estimate","use_shein-proxy-request-estimate","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_176","vm_shein-proxy-request-offer","use_shein-proxy-request-offer","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_177","vm_shein-proxy-request-schedule","use_shein-proxy-request-schedule","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
"SCR_178","vm_shein-proxy-requests-list","use_shein-proxy-requests-list","packages/surfaces","yes","dsh read models","operation-bound actions","yes","seeded_locked"
