"operation_id","family","operation_type","trigger","preconditions","steps","state_effect","success_outcome","failure_modes","retry_policy","binding_chain","source_trace"
"dsh_cart_init","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_cart_init/OP_SPEC.yaml"
"dsh_cart_item_add","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_cart_item_add/OP_SPEC.yaml"
"dsh_cart_item_remove","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_cart_item_remove/OP_SPEC.yaml"
"dsh_cart_item_update","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_cart_item_update/OP_SPEC.yaml"
"dsh_chat_read_ack","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_chat_read_ack/OP_SPEC.yaml"
"dsh_chat_send","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_chat_send/OP_SPEC.yaml"
"dsh_checkout_gate","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_checkout_gate/OP_SPEC.yaml"
"dsh_delivery_attempt_create","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_delivery_attempt_create/OP_SPEC.yaml"
"dsh_delivery_eta_get","order_lifecycle","READ","query_or_screen_load","actor entitlement + valid input + route context","authorize -> query -> normalize -> project","read_projection","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_delivery_eta_get/OP_SPEC.yaml"
"dsh_delivery_position_update","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_delivery_position_update/OP_SPEC.yaml"
"dsh_delivery_reassign_request","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_delivery_reassign_request/OP_SPEC.yaml"
"dsh_delivery_track_get","order_lifecycle","READ","query_or_screen_load","actor entitlement + valid input + route context","authorize -> query -> normalize -> project","read_projection","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_delivery_track_get/OP_SPEC.yaml"
"dsh_entitlements_get","general_dsh","READ","query_or_screen_load","actor entitlement + valid input + route context","authorize -> query -> normalize -> project","read_projection","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_entitlements_get/OP_SPEC.yaml"
"dsh_estimate_create","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_estimate_create/OP_SPEC.yaml"
"dsh_estimate_get","general_dsh","READ","query_or_screen_load","actor entitlement + valid input + route context","authorize -> query -> normalize -> project","read_projection","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_estimate_get/OP_SPEC.yaml"
"dsh_external_order_create","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_external_order_create/OP_SPEC.yaml"
"dsh_field_store_activation_request","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_field_store_activation_request/OP_SPEC.yaml"
"dsh_field_store_geo_pin","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_field_store_geo_pin/OP_SPEC.yaml"
"dsh_field_store_visit_log","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_field_store_visit_log/OP_SPEC.yaml"
"dsh_generate_analytics_report","control_insights","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/service-level/DSH_OPERATION_CATALOG.csv"
"dsh_get_dashboard_metrics","control_insights","READ","query_or_screen_load","actor entitlement + valid input + route context","authorize -> query -> normalize -> project","read_projection","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/service-level/DSH_OPERATION_CATALOG.csv"
"dsh_listing_status_update","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_listing_status_update/OP_SPEC.yaml"
"dsh_loyalty_points_redeem","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_loyalty_points_redeem/OP_SPEC.yaml"
"dsh_loyalty_points_user_balance","general_dsh","READ","query_or_screen_load","actor entitlement + valid input + route context","authorize -> query -> normalize -> project","read_projection","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_loyalty_points_user_balance/OP_SPEC.yaml"
"dsh_loyalty_points_user_history","general_dsh","READ","query_or_screen_load","actor entitlement + valid input + route context","authorize -> query -> normalize -> project","read_projection","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_loyalty_points_user_history/OP_SPEC.yaml"
"dsh_order_accept","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_order_accept/OP_SPEC.yaml"
"dsh_order_complete","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_order_complete/OP_SPEC.yaml"
"dsh_order_create","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_order_create/OP_SPEC.yaml"
"dsh_order_escrow_hold","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_order_escrow_hold/OP_SPEC.yaml"
"dsh_order_escrow_release","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_order_escrow_release/OP_SPEC.yaml"
"dsh_order_issue_flag","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_order_issue_flag/OP_SPEC.yaml"
"dsh_order_proof_code_generate","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_order_proof_code_generate/OP_SPEC.yaml"
"dsh_order_proof_verify","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_order_proof_verify/OP_SPEC.yaml"
"dsh_order_rate","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_order_rate/OP_SPEC.yaml"
"dsh_order_receipt_get","order_lifecycle","READ","query_or_screen_load","actor entitlement + valid input + route context","authorize -> query -> normalize -> project","read_projection","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_order_receipt_get/OP_SPEC.yaml"
"dsh_order_status_update","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_order_status_update/OP_SPEC.yaml"
"dsh_orders_list","order_lifecycle","READ","query_or_screen_load","actor entitlement + valid input + route context","authorize -> query -> normalize -> project","read_projection","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_orders_list/OP_SPEC.yaml"
"dsh_partner_chat_read_ack","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_chat_read_ack/OP_SPEC.yaml"
"dsh_partner_chat_send","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_chat_send/OP_SPEC.yaml"
"dsh_partner_delivery_zones_update","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_delivery_zones_update/OP_SPEC.yaml"
"dsh_partner_doc_upload","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_doc_upload/OP_SPEC.yaml"
"dsh_partner_hours_update","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_hours_update/OP_SPEC.yaml"
"dsh_partner_identity_submit","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_identity_submit/OP_SPEC.yaml"
"dsh_partner_intake_start","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_intake_start/OP_SPEC.yaml"
"dsh_partner_inventory_adjust","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_inventory_adjust/OP_SPEC.yaml"
"dsh_partner_inventory_update","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_inventory_update/OP_SPEC.yaml"
"dsh_partner_items_upsert","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_items_upsert/OP_SPEC.yaml"
"dsh_partner_manager_invite","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_manager_invite/OP_SPEC.yaml"
"dsh_partner_order_handoff","order_lifecycle","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_order_handoff/OP_SPEC.yaml"
"dsh_partner_quick_reply_config_get","general_dsh","READ","query_or_screen_load","actor entitlement + valid input + route context","authorize -> query -> normalize -> project","read_projection","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_quick_reply_config_get/OP_SPEC.yaml"
"dsh_partner_quick_reply_post","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_quick_reply_post/OP_SPEC.yaml"
"dsh_partner_quick_reply_setup","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_quick_reply_setup/OP_SPEC.yaml"
"dsh_partner_quick_reply_webhook_post","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_quick_reply_webhook_post/OP_SPEC.yaml"
"dsh_partner_store_create","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_store_create/OP_SPEC.yaml"
"dsh_partner_store_get","general_dsh","READ","query_or_screen_load","actor entitlement + valid input + route context","authorize -> query -> normalize -> project","read_projection","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_store_get/OP_SPEC.yaml"
"dsh_partner_store_service_modes_update","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_store_service_modes_update/OP_SPEC.yaml"
"dsh_partner_store_status_update","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_store_status_update/OP_SPEC.yaml"
"dsh_partner_store_update","general_dsh","MUTATION","primary_cta_or_workflow_step","actor entitlement + valid input + route context","authorize -> validate -> mutate -> emit_domain_event -> project","state_transition","normalized response + updated screen state","validation_error|policy_denied|not_found|upstream_failure|timeout","idempotent retry where safe; otherwise explicit user action","screen -> viewmodel -> api-client -> service-method -> contract","services/dsh/governance/operations/dsh_partner_store_update/OP_SPEC.yaml"
