"QueueType","CandidateName","Operation","OriginalSurface","NormalizedSurface","NormalizationStatus","RecommendedAction","Readiness","WhyReady","PrimaryRelativePath","Evidence"
"keep-rebuild-clean","StyleSheet","dsh_deliveries","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_delivery_close","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_deliveries","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_subscription_categories_get","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_promo_apply","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_subscription_family_members_get","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_subscription_tier_get","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_order_complete","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_execution_roadmap_checklist","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_order_escrow_hold","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_order_escrow_release","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_order_get","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_order_issue_flag","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_subscription_family_members_post","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_order_proof_verify","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_order_rate","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_order_receipt_get","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_order_status_get","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_order_proof_code_generate","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_filter_key_to_mode_id","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_order_status_update","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_stores_list","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_store","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_partner_agreement_and_checkout_spec","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_search","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_subscription_family_get","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_review_create","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_loyalty_points_user","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_pricing_snapshot_get","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_cart","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_reviews_list","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","StyleSheet","dsh_zone_set","unknown","app-client","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"keep-rebuild-clean","DshPartnerOrderChatMessageCreateScreen","dsh_partner_order_chat_message_create","unknown","app-partner","NORMALIZED","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","Donor surface node already classified as KEEP_REBUILD_CLEAN","packages\surfaces\src\dsh\mobile\dsh\DshPartnerOrderChatMessageCreateScreen.tsx","operation-surface:app-partner"
