"donor_path","top_bucket","file_role","derived_operation_id","surface_guess","extension","target_family_guess","target_status","matched_candidate_ids","canonical_targets","candidate_decisions","mapping_confidence","notes"
"packages/api-clients/dist/lib/dsh/dsh-stores-api.js.map","packages","generated_artifact","","",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/api-clients/src/dsh/dsh-captain-api.ts","packages","other","","",".ts","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/api-clients/src/dsh/dsh-cart-api.ts","packages","other","","",".ts","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/api-clients/src/dsh/dsh-field-partner-api.ts","packages","other","","",".ts","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/api-clients/src/dsh/dsh-gas-refill-api.ts","packages","other","","",".ts","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/api-clients/src/dsh/dsh-operations-api.ts","packages","other","","",".ts","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/api-clients/src/dsh/dsh-orders-api.ts","packages","other","","",".ts","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/api-clients/src/lib/dsh/dsh-api.ts","packages","other","","",".ts","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/api-clients/src/lib/dsh/dsh-stores-api.ts","packages","other","","",".ts","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/api-clients/src/lib/thunks/dsh-thunks.ts","packages","other","","",".ts","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/dist/dsh-captain.d.ts","packages","generated_artifact","","",".ts","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/dist/dsh-captain.d.ts.map","packages","generated_artifact","","",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/dist/dsh-captain.js","packages","generated_artifact","","",".js","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/dist/dsh-captain.js.map","packages","generated_artifact","","",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/dist/dsh.d.ts","packages","generated_artifact","","",".ts","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/dist/dsh.d.ts.map","packages","generated_artifact","","",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/dist/dsh.js","packages","generated_artifact","","",".js","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/dist/dsh.js.map","packages","generated_artifact","","",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/src/dsh-captain.ts","packages","domain_type","","",".ts","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/src/dsh.d.ts","packages","generated_artifact","","",".ts","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/src/dsh.d.ts.map","packages","generated_artifact","","",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/src/dsh.js","packages","generated_artifact","","",".js","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/src/dsh.js.map","packages","generated_artifact","","",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/domain-types/src/dsh.ts","packages","domain_type","","",".ts","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/security/dist/domain-types/src/dsh.d.ts","packages","generated_artifact","","",".ts","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/security/dist/domain-types/src/dsh.d.ts.map","packages","generated_artifact","","",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/security/dist/domain-types/src/dsh.js","packages","generated_artifact","","",".js","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/security/dist/domain-types/src/dsh.js.map","packages","generated_artifact","","",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/states/src/lib/slices/dsh-slice.ts","packages","other","","",".ts","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/__tests__/pattern_unification.test.ts","packages","generated_artifact","","",".ts","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/hooks/useDshCaptainDeliveryPositionPing.d.ts","packages","generated_artifact","","app-captain",".ts","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/hooks/useDshCaptainDeliveryPositionPing.d.ts.map","packages","generated_artifact","","app-captain",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/hooks/useDshCaptainDeliveryPositionPing.js","packages","generated_artifact","","app-captain",".js","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/hooks/useDshCaptainDeliveryPositionPing.js.map","packages","generated_artifact","","app-captain",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/hooks/useDshCaptainDeliveryPositionPing.ts","packages","generated_artifact","","app-captain",".ts","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_earnings_history.d.ts","packages","generated_artifact","","app-captain",".ts","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_earnings_history.d.ts.map","packages","generated_artifact","","app-captain",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_earnings_history.js","packages","generated_artifact","","app-captain",".js","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_earnings_history.js.map","packages","generated_artifact","","app-captain",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_earnings_history.tsx","packages","generated_artifact","","app-captain",".tsx","","generated_copy","dsh_captain_finance_and_tier_cluster","legacy_or_future_scope","Move to Legacy","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_financial_reports.d.ts","packages","generated_artifact","","app-captain",".ts","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_financial_reports.d.ts.map","packages","generated_artifact","","app-captain",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_financial_reports.js","packages","generated_artifact","","app-captain",".js","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_financial_reports.js.map","packages","generated_artifact","","app-captain",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_financial_reports.tsx","packages","generated_artifact","","app-captain",".tsx","","generated_copy","dsh_captain_finance_and_tier_cluster","legacy_or_future_scope","Move to Legacy","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_payments.d.ts","packages","generated_artifact","","app-captain",".ts","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_payments.d.ts.map","packages","generated_artifact","","app-captain",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_payments.js","packages","generated_artifact","","app-captain",".js","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_payments.js.map","packages","generated_artifact","","app-captain",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_payments.tsx","packages","generated_artifact","","app-captain",".tsx","","generated_copy","dsh_captain_finance_and_tier_cluster","legacy_or_future_scope","Move to Legacy","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_settlements.d.ts","packages","generated_artifact","","app-captain",".ts","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_settlements.d.ts.map","packages","generated_artifact","","app-captain",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_settlements.js","packages","generated_artifact","","app-captain",".js","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_settlements.js.map","packages","generated_artifact","","app-captain",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_settlements.tsx","packages","generated_artifact","","app-captain",".tsx","","generated_copy","dsh_captain_finance_and_tier_cluster","legacy_or_future_scope","Move to Legacy","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_wallet.d.ts","packages","generated_artifact","","app-captain",".ts","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_wallet.d.ts.map","packages","generated_artifact","","app-captain",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_wallet.js","packages","generated_artifact","","app-captain",".js","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_wallet.js.map","packages","generated_artifact","","app-captain",".map","","generated_copy","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_captain_wallet.tsx","packages","generated_artifact","","app-captain",".tsx","","generated_copy","dsh_captain_finance_and_tier_cluster","legacy_or_future_scope","Move to Legacy","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_chat_read_ack.d.ts","packages","generated_artifact","dsh_captain_chat_read_ack","app-captain",".ts","dsh_customer_order_chat","generated_copy","dsh_captain_chat_companion","dsh_captain_execution_workspace","","high","Captain chat is kept as a companion interaction."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_chat_read_ack.d.ts.map","packages","generated_artifact","dsh_captain_chat_read_ack","app-captain",".map","dsh_customer_order_chat","generated_copy","dsh_captain_chat_companion","dsh_captain_execution_workspace","","high","Captain chat is kept as a companion interaction."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_chat_read_ack.js","packages","generated_artifact","dsh_captain_chat_read_ack","app-captain",".js","dsh_customer_order_chat","generated_copy","dsh_captain_chat_companion","dsh_captain_execution_workspace","","high","Captain chat is kept as a companion interaction."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_chat_read_ack.js.map","packages","generated_artifact","dsh_captain_chat_read_ack","app-captain",".map","dsh_customer_order_chat","generated_copy","dsh_captain_chat_companion","dsh_captain_execution_workspace","","high","Captain chat is kept as a companion interaction."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_chat_read_ack.tsx","packages","generated_artifact","dsh_captain_chat_read_ack","app-captain",".tsx","dsh_customer_order_chat","generated_copy","dsh_captain_chat_companion","dsh_captain_execution_workspace","Convert","high","Captain chat is kept as a companion interaction."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_chat_send.d.ts","packages","generated_artifact","dsh_captain_chat_send","app-captain",".ts","dsh_customer_order_chat","generated_copy","dsh_captain_chat_companion","dsh_captain_execution_workspace","","high","Captain chat is kept as a companion interaction."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_chat_send.d.ts.map","packages","generated_artifact","dsh_captain_chat_send","app-captain",".map","dsh_customer_order_chat","generated_copy","dsh_captain_chat_companion","dsh_captain_execution_workspace","","high","Captain chat is kept as a companion interaction."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_chat_send.js","packages","generated_artifact","dsh_captain_chat_send","app-captain",".js","dsh_customer_order_chat","generated_copy","dsh_captain_chat_companion","dsh_captain_execution_workspace","","high","Captain chat is kept as a companion interaction."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_chat_send.js.map","packages","generated_artifact","dsh_captain_chat_send","app-captain",".map","dsh_customer_order_chat","generated_copy","dsh_captain_chat_companion","dsh_captain_execution_workspace","","high","Captain chat is kept as a companion interaction."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_chat_send.tsx","packages","generated_artifact","dsh_captain_chat_send","app-captain",".tsx","dsh_customer_order_chat","generated_copy","dsh_captain_chat_companion","dsh_captain_execution_workspace","Convert","high","Captain chat is kept as a companion interaction."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_cod_balance.d.ts","packages","generated_artifact","dsh_captain_cod_balance","app-captain",".ts","legacy_captain_finance_tier","generated_copy","dsh_captain_finance_and_tier_cluster","","","high","Finance and tier material sits outside current first-service truth."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_cod_balance.d.ts.map","packages","generated_artifact","dsh_captain_cod_balance","app-captain",".map","legacy_captain_finance_tier","generated_copy","dsh_captain_finance_and_tier_cluster","","","high","Finance and tier material sits outside current first-service truth."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_cod_balance.js","packages","generated_artifact","dsh_captain_cod_balance","app-captain",".js","legacy_captain_finance_tier","generated_copy","dsh_captain_finance_and_tier_cluster","","","high","Finance and tier material sits outside current first-service truth."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_cod_balance.js.map","packages","generated_artifact","dsh_captain_cod_balance","app-captain",".map","legacy_captain_finance_tier","generated_copy","dsh_captain_finance_and_tier_cluster","","","high","Finance and tier material sits outside current first-service truth."
"packages/surfaces/dist/src/dsh/app-captain/mobile/auto_dsh_captain_cod_balance.tsx","packages","generated_artifact","dsh_captain_cod_balance","app-captain",".tsx","legacy_captain_finance_tier","generated_copy","dsh_captain_finance_and_tier_cluster","legacy_or_future_scope","Move to Legacy","high","Finance and tier material sits outside current first-service truth."
