"screen_id","canonical_name","surface","actor","screen_group","mapped_wave","execution_strategy","implementation_action","route","related_operations","source_trace"
"SCR_24","dsh_captain_chat_read_ack","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_chat_read_ack|dsh_chat_read_ack","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_chat_read_ack.tsx"
"SCR_25","dsh_captain_chat_send","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_chat_send|dsh_chat_send","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_chat_send.tsx"
"SCR_26","dsh_captain_cod_balance","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_cod_balance","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_cod_balance.tsx"
"SCR_27","dsh_captain_job_reject","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_job_reject","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_job_reject.tsx"
"SCR_28","dsh_captain_order_accept","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_order_accept|dsh_order_accept","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_order_accept.tsx"
"SCR_29","dsh_captain_order_deliver","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_order_deliver","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_order_deliver.tsx"
"SCR_30","dsh_captain_order_details","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_order_details","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_order_details.tsx"
"SCR_31","dsh_captain_order_get","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_order_get","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_order_get.tsx"
"SCR_32","dsh_captain_order_pickup","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_order_pickup","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_order_pickup.tsx"
"SCR_33","dsh_captain_orders_list","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_orders_list|dsh_orders_list","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_orders_list.tsx"
"SCR_34","dsh_captain_orders_offers_list","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_orders_offers_list","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_orders_offers_list.tsx"
"SCR_35","dsh_captain_profile_get","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_profile_get","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_profile_get.tsx"
"SCR_36","dsh_captain_proof_upload","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_proof_upload","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_proof_upload.tsx"
"SCR_37","dsh_captain_tier_evaluate","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_tier_evaluate","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_tier_evaluate.tsx"
"SCR_38","dsh_captain_tier_info","app-captain","captain","captain_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_tier_info","packages/surfaces/src/dsh/app-captain/mobile/auto_dsh_captain_tier_info.tsx"
"SCR_39","dsh_field_store_activation_request","app-field","field","field_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_field_store_activation_request","packages/surfaces/src/dsh/app-field/mobile/auto_dsh_field_store_activation_request.tsx"
"SCR_40","dsh_field_store_geo_pin","app-field","field","field_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_field_store_geo_pin","packages/surfaces/src/dsh/app-field/mobile/auto_dsh_field_store_geo_pin.tsx"
"SCR_41","dsh_field_store_visit_log","app-field","field","field_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_field_store_visit_log","packages/surfaces/src/dsh/app-field/mobile/auto_dsh_field_store_visit_log.tsx"
"SCR_42","dsh_partner_auction_status_update","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_auction_status_update|dsh_partner_auction_status_update","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_auction_status_update.tsx"
"SCR_43","dsh_partner_audience_insights_get","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_audience_insights_get","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_audience_insights_get.tsx"
"SCR_44","dsh_partner_chat_read_ack","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_chat_read_ack|dsh_partner_chat_read_ack","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_chat_read_ack.tsx"
"SCR_45","dsh_partner_chat_send","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_chat_send|dsh_partner_chat_send","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_chat_send.tsx"
"SCR_46","dsh_partner_commission_by_mode_get","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_commission_by_mode_get","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_commission_by_mode_get.tsx"
"SCR_47","dsh_partner_delivery_ops_board","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_delivery_ops_board","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_delivery_ops_board.tsx"
"SCR_48","dsh_partner_delivery_zones_update","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_delivery_zones_update","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_delivery_zones_update.tsx"
"SCR_49","dsh_partner_doc_upload","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_doc_upload","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_doc_upload.tsx"
"SCR_50","dsh_partner_hours_update","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_hours_update","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_hours_update.tsx"
"SCR_51","dsh_partner_identity_submit","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_identity_submit","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_identity_submit.tsx"
"SCR_52","dsh_partner_intake_start","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_intake_start","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_intake_start.tsx"
"SCR_53","dsh_partner_inventory_adjust","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_inventory_adjust","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_inventory_adjust.tsx"
"SCR_54","dsh_partner_inventory_update","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_inventory_update","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_inventory_update.tsx"
"SCR_55","dsh_partner_items_upsert","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_items_upsert","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_items_upsert.tsx"
"SCR_56","dsh_partner_listing_status_update","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_listing_status_update|dsh_partner_listing_status_update","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_listing_status_update.tsx"
"SCR_57","dsh_partner_manager_invite","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_manager_invite","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_manager_invite.tsx"
"SCR_58","dsh_partner_order_accept","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_accept|dsh_partner_order_accept","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_accept.tsx"
"SCR_59","dsh_partner_order_get","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_order_get","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_get.tsx"
"SCR_60","dsh_partner_order_handoff","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_order_handoff","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_handoff.tsx"
"SCR_61","dsh_partner_order_issue_queue","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_order_issue_queue","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_issue_queue.tsx"
"SCR_62","dsh_partner_order_out_for_delivery","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_order_out_for_delivery","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_out_for_delivery.tsx"
"SCR_63","dsh_partner_order_prepare","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_order_prepare","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_prepare.tsx"
"SCR_64","dsh_partner_order_ready","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_order_ready","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_ready.tsx"
"SCR_65","dsh_partner_order_reject","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_order_reject","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_reject.tsx"
"SCR_66","dsh_partner_order_store_delivered","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_order_store_delivered","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_order_store_delivered.tsx"
"SCR_67","dsh_partner_orders_list","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_orders_list|dsh_partner_orders_list","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_orders_list.tsx"
"SCR_68","dsh_partner_profile_get","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_profile_get","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_profile_get.tsx"
"SCR_69","dsh_partner_quick_reply_config_get","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_quick_reply_config_get","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_quick_reply_config_get.tsx"
"SCR_70","dsh_partner_quick_reply_settings","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_quick_reply_settings","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_quick_reply_settings.tsx"
"SCR_71","dsh_partner_quick_reply_setup","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_quick_reply_setup","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_quick_reply_setup.tsx"
"SCR_72","dsh_partner_staff_analytics_get","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_staff_analytics_get","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_staff_analytics_get.tsx"
"SCR_73","dsh_partner_store_get","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_store_get","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_store_get.tsx"
"SCR_74","dsh_partner_store_nomination","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_store_nomination","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_store_nomination.tsx"
"SCR_75","dsh_partner_store_service_modes_update","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_store_service_modes_update","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_store_service_modes_update.tsx"
"SCR_76","dsh_partner_store_status_update","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_store_status_update","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_store_status_update.tsx"
"SCR_77","dsh_partner_store_update","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_store_update","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_store_update.tsx"
"SCR_78","dsh_partner_subscription","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_subscription|dsh_partner_subscription_analytics_get|dsh_partner_subscription_get|dsh_partner_subscription_upgrade_post","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_subscription.tsx"
"SCR_79","dsh_partner_zone_set","app-partner","partner","partner_ops","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_zone_set|dsh_zone_set","packages/surfaces/src/dsh/app-partner/mobile/auto_dsh_partner_zone_set.tsx"
"SCR_80","dsh_awnak_order_create","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_awnak_order_create|dsh_order_create","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_awnak_order_create.tsx"
"SCR_81","dsh_booking_create","app-client","customer","client_misc","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_booking_create","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_booking_create.tsx"
"SCR_82","dsh_cart_get","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_cart_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_cart_get.tsx"
"SCR_83","dsh_cart_init","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_cart_init","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_cart_init.tsx"
"SCR_84","dsh_cart_item_add","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_cart_item_add","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_cart_item_add.tsx"
"SCR_85","dsh_cart_item_remove","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_cart_item_remove","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_cart_item_remove.tsx"
"SCR_86","dsh_cart_item_update","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_cart_item_update","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_cart_item_update.tsx"
"SCR_87","dsh_categories_list","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_categories_list","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_categories_list.tsx"
"SCR_88","dsh_category_get","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_category_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_category_get.tsx"
"SCR_89","dsh_chat_read_ack","app-client","customer","client_misc","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_chat_read_ack|dsh_chat_read_ack|dsh_partner_chat_read_ack","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_chat_read_ack.tsx"
"SCR_90","dsh_chat_send","app-client","customer","client_misc","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_captain_chat_send|dsh_chat_send|dsh_partner_chat_send","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_chat_send.tsx"
"SCR_91","dsh_checkout_gate","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_checkout_gate","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_checkout_gate.tsx"
"SCR_92","dsh_delivery_attempt_create","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_delivery_attempt_create","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_delivery_attempt_create.tsx"
"SCR_93","dsh_delivery_attempts_list","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_delivery_attempts_list","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_delivery_attempts_list.tsx"
"SCR_94","dsh_delivery_close","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_delivery_close","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_delivery_close.tsx"
"SCR_95","dsh_delivery_eta_get","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_delivery_eta_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_delivery_eta_get.tsx"
"SCR_96","dsh_delivery_get","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_delivery_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_delivery_get.tsx"
"SCR_97","dsh_delivery_reassign","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_delivery_reassign|dsh_delivery_reassign_request","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_delivery_reassign.tsx"
"SCR_98","dsh_delivery_track_get","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_delivery_track_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_delivery_track_get.tsx"
"SCR_99","dsh_entitlements_get","app-client","customer","client_misc","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_entitlements_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_entitlements_get.tsx"
"SCR_100","dsh_estimate_create","app-client","customer","client_misc","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_estimate_create","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_estimate_create.tsx"
"SCR_101","dsh_estimate_get","app-client","customer","client_misc","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_estimate_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_estimate_get.tsx"
"SCR_102","dsh_external_order_create","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_external_order_create|dsh_order_create","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_external_order_create.tsx"
"SCR_103","dsh_favorite_toggle","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_favorite_toggle","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_favorite_toggle.tsx"
