"Wave","Priority","Surface","CandidateName","Operation","QueueType","RecommendedAction","Readiness","PrimaryRelativePath","Evidence"
"1","10","app-client","StyleSheet","dsh_estimate_create","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_entitlements","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_deliveries","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_deliveries","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_subscription_upgrade_post","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_deliveries","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_delivery_close","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_delivery_attempts_list","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_deliveries","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_checkout_gate","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_chat_send","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_category_get","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_review_create","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_zone_set","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_pricing_snapshot_get","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_subscription_tier_get","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_order_complete","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_execution_roadmap_checklist","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_order_escrow_hold","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_order_escrow_release","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_order_issue_flag","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_order_proof_code_generate","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_order_get","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_order_rate","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_order_receipt_get","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_order_status_get","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_order_status_update","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_filter_key_to_mode_id","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_cart","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_order_proof_verify","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"1","10","app-client","StyleSheet","dsh_loyalty_points_user","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","repair-proposed-surface:app-client"
"2","10","app-partner","DshPartnerOrderChatMessageCreateScreen","dsh_partner_order_chat_message_create","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\mobile\dsh\DshPartnerOrderChatMessageCreateScreen.tsx","operation-surface:app-partner"
"2","10","app-partner","DshPartnerOrderChatMessagesListScreen","dsh_partner_order_chat_messages_list_","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\mobile\dsh\DshPartnerOrderChatMessagesListScreen.tsx","operation-surface:app-partner"
"2","10","app-partner","DshPartnerOrderChatReadAckScreen","dsh_partner_order_chat_read_ack","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\mobile\dsh\DshPartnerOrderChatReadAckScreen.tsx","operation-surface:app-partner"
"2","10","app-partner","StyleSheet","dsh_partner_chat_read_ack","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-partner"
"2","10","app-partner","StyleSheet","dsh_auction_status_update","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-partner"
"2","10","app-partner","StyleSheet","dsh_partner_chat_send","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-partner"
"2","10","app-partner","StyleSheet","dsh_partner_order_get","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-partner"
"2","10","app-partner","StyleSheet","dsh_partner_subscription","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-partner"
"2","10","app-partner","StyleSheet","dsh_listing_status_update","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-partner"
"3","10","app-captain","StyleSheet","dsh_captain_tier_evaluate","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_tier_evaluate","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_jobs","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_profile","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_order_accept","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_order_deliver","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_order_get","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_order_deliver","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_order_deliver","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_order_accept","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_order_accept","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_filter_completed","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_bank_account_label","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_delivery","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_period_monthly","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_chat_send","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_cod_balance","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_chat_read_ack","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_captain_job_reject","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
"3","10","app-captain","StyleSheet","dsh_earnings_empty","keep-rebuild-clean","REBUILD_CLEAN_ON_UIKIT","READY_FOR_REBUILD","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","ready-surface:app-captain"
